SOLUTION
1 n040w4

ASSIGNMENTS = 160
HN_0 Mon Late HeadNurse
HN_0 Tue Late Nurse
HN_0 Fri Late HeadNurse
HN_0 Sat Late Nurse
HN_0 Sun Late HeadNurse
HN_1 Wed Late Nurse
HN_1 Thu Late HeadNurse
HN_1 Fri Late Nurse
HN_2 Mon Late Nurse
HN_2 Tue Late Caretaker
HN_2 Sat Early Caretaker
HN_2 Sun Early HeadNurse
HN_3 Mon Early Caretaker
HN_3 Tue Night Caretaker
HN_3 Wed Night Caretaker
HN_3 Thu Night HeadNurse
HN_3 Fri Night Nurse
HN_4 Mon Early Caretaker
HN_4 Tue Early Caretaker
HN_4 Wed Early HeadNurse
HN_4 Thu Late Nurse
HN_4 Fri Late Caretaker
HN_5 Wed Early Nurse
HN_5 Thu Early HeadNurse
HN_5 Fri Early Caretaker
HN_5 Sat Early Caretaker
HN_5 Sun Early Nurse
NU_6 Mon Late Caretaker
NU_6 Tue Late Caretaker
NU_7 Tue Early Nurse
NU_7 Wed Early Nurse
NU_7 Thu Early Nurse
NU_8 Mon Night Nurse
NU_8 Tue Night Nurse
NU_8 Wed Night Nurse
NU_8 Thu Night Nurse
NU_8 Fri Night Caretaker
NU_9 Wed Day Nurse
NU_9 Thu Day Nurse
NU_9 Fri Early Nurse
NU_9 Sat Early Nurse
NU_9 Sun Early Caretaker
NU_10 Wed Early Caretaker
NU_10 Thu Early Caretaker
NU_10 Fri Early Nurse
NU_11 Mon Night Nurse
NU_11 Tue Night Caretaker
NU_11 Wed Night Caretaker
NU_11 Thu Night Caretaker
NU_12 Mon Day Nurse
NU_12 Tue Day Nurse
NU_12 Wed Day Nurse
NU_12 Thu Early Caretaker
NU_12 Fri Early Caretaker
NU_13 Mon Night Caretaker
NU_13 Thu Day Caretaker
NU_13 Fri Day Nurse
NU_13 Sat Day Nurse
NU_13 Sun Late Nurse
NU_14 Mon Late Caretaker
NU_14 Wed Day Caretaker
NU_14 Thu Day Caretaker
NU_14 Fri Day Nurse
NU_15 Fri Day Caretaker
NU_15 Sat Day Nurse
NU_15 Sun Day Nurse
NU_16 Mon Day Nurse
NU_16 Tue Day Caretaker
NU_16 Fri Night Caretaker
NU_16 Sat Night Nurse
NU_16 Sun Night Nurse
NU_17 Mon Early Nurse
NU_17 Tue Early Nurse
NU_17 Wed Early Caretaker
CT_18 Mon Late Caretaker
CT_18 Tue Late Caretaker
CT_19 Wed Late Caretaker
CT_19 Thu Late Caretaker
CT_19 Fri Late Caretaker
CT_20 Mon Night Caretaker
CT_20 Tue Night Caretaker
CT_20 Wed Night Caretaker
CT_20 Thu Night Caretaker
CT_21 Wed Late Caretaker
CT_21 Thu Late Caretaker
CT_21 Fri Late Caretaker
CT_22 Mon Early Caretaker
CT_22 Tue Early Caretaker
CT_22 Fri Early Caretaker
CT_22 Sat Early Caretaker
CT_22 Sun Day Caretaker
CT_23 Wed Day Caretaker
CT_23 Thu Day Caretaker
CT_23 Fri Day Caretaker
CT_24 Mon Late Caretaker
CT_24 Tue Late Caretaker
CT_24 Wed Late Caretaker
CT_24 Thu Late Caretaker
CT_24 Fri Late Caretaker
CT_25 Mon Day Caretaker
CT_25 Tue Day Caretaker
CT_25 Wed Day Caretaker
CT_25 Sat Day Caretaker
CT_25 Sun Day Caretaker
CT_26 Mon Day Caretaker
CT_26 Tue Day Caretaker
CT_26 Wed Day Caretaker
CT_26 Thu Day Caretaker
CT_26 Fri Day Caretaker
CT_27 Mon Day Caretaker
CT_27 Tue Day Caretaker
CT_28 Mon Early Caretaker
CT_28 Tue Early Caretaker
CT_28 Wed Early Caretaker
CT_28 Thu Early Caretaker
CT_28 Fri Early Caretaker
CT_29 Mon Early Caretaker
CT_29 Tue Early Caretaker
CT_29 Wed Early Caretaker
CT_29 Sat Late Caretaker
CT_29 Sun Late Caretaker
CT_30 Mon Night Caretaker
CT_30 Tue Night Caretaker
CT_30 Fri Night Caretaker
CT_30 Sat Night Caretaker
CT_30 Sun Night Caretaker
CT_31 Mon Late Caretaker
CT_31 Thu Night Caretaker
CT_31 Fri Night Caretaker
CT_31 Sat Night Caretaker
CT_31 Sun Night Caretaker
TR_32 Mon Late Trainee
TR_32 Tue Late Trainee
TR_32 Wed Night Trainee
TR_32 Thu Night Trainee
TR_32 Fri Night Trainee
TR_33 Wed Day Trainee
TR_33 Thu Day Trainee
TR_33 Fri Day Trainee
TR_33 Sat Day Trainee
TR_33 Sun Early Trainee
TR_34 Tue Early Trainee
TR_34 Wed Early Trainee
TR_34 Thu Early Trainee
TR_35 Mon Night Trainee
TR_35 Tue Night Trainee
TR_35 Sat Late Trainee
TR_35 Sun Night Trainee
TR_36 Tue Early Trainee
TR_36 Wed Early Trainee
TR_36 Thu Early Trainee
TR_37 Mon Late Trainee
TR_37 Tue Late Trainee
TR_38 Wed Late Trainee
TR_38 Thu Late Trainee
TR_38 Fri Late Trainee
TR_39 Mon Day Trainee
TR_39 Tue Day Trainee
TR_39 Wed Day Trainee
TR_39 Thu Day Trainee
