SOLUTION
7 n060w8

ASSIGNMENTS = 242
HN_0 Sat Night HeadNurse
HN_0 Sun Night HeadNurse
HN_1 Mon Late Nurse
HN_1 Thu Late HeadNurse
HN_1 Fri Late Nurse
HN_1 Sat Late HeadNurse
HN_1 Sun Late Nurse
HN_2 Wed Day Nurse
HN_2 Thu Day HeadNurse
HN_2 Fri Day HeadNurse
HN_3 Mon Night Nurse
HN_3 Tue Night HeadNurse
HN_3 Wed Night HeadNurse
HN_3 Thu Night HeadNurse
HN_3 Fri Night HeadNurse
HN_4 Mon Day HeadNurse
HN_4 Tue Day Nurse
HN_4 Fri Early HeadNurse
HN_4 Sat Early HeadNurse
HN_4 Sun Early HeadNurse
HN_5 Sat Day Nurse
HN_5 Sun Day HeadNurse
HN_6 Mon Early Nurse
HN_6 Tue Early Nurse
HN_6 Wed Early HeadNurse
NU_7 Mon Night Nurse
NU_7 Tue Night Nurse
NU_7 Wed Night Nurse
NU_7 Thu Night Nurse
NU_7 Fri Night Nurse
NU_8 Tue Late Nurse
NU_8 Wed Late Nurse
NU_8 Thu Late Nurse
NU_9 Mon Early Nurse
NU_9 Tue Early Nurse
NU_9 Wed Early Nurse
NU_9 Thu Early Nurse
NU_9 Fri Early Nurse
NU_10 Tue Late Nurse
NU_10 Wed Late Nurse
NU_10 Thu Late Nurse
NU_11 Mon Late Nurse
NU_11 Tue Late Caretaker
NU_12 Tue Late Caretaker
NU_12 Wed Late Nurse
NU_12 Thu Late Nurse
NU_13 Tue Late Caretaker
NU_13 Wed Late Caretaker
NU_13 Thu Late Caretaker
NU_14 Thu Early Nurse
NU_14 Fri Early Nurse
NU_14 Sat Night Nurse
NU_14 Sun Night Nurse
NU_15 Mon Day Nurse
NU_15 Thu Day Nurse
NU_15 Fri Day Nurse
NU_15 Sat Early Nurse
NU_15 Sun Early Nurse
NU_16 Wed Early Nurse
NU_16 Thu Early Nurse
NU_16 Fri Early Caretaker
NU_16 Sat Early Nurse
NU_16 Sun Early Nurse
NU_17 Tue Night Nurse
NU_17 Wed Night Nurse
NU_17 Thu Night Nurse
NU_17 Fri Night Nurse
NU_18 Mon Early Nurse
NU_18 Thu Late Caretaker
NU_18 Fri Late Caretaker
NU_18 Sat Late Nurse
NU_18 Sun Late Caretaker
NU_19 Wed Early Caretaker
NU_19 Thu Early Caretaker
NU_19 Fri Early Caretaker
NU_20 Mon Early Caretaker
NU_20 Tue Early Nurse
NU_20 Wed Early Caretaker
NU_20 Thu Early Caretaker
NU_20 Fri Early Caretaker
NU_21 Mon Night Nurse
NU_21 Tue Night Nurse
NU_21 Wed Night Nurse
NU_21 Thu Night Caretaker
NU_21 Fri Night Caretaker
NU_22 Mon Early Caretaker
NU_22 Tue Early Caretaker
NU_22 Wed Early Caretaker
NU_22 Thu Early Caretaker
NU_23 Mon Night Caretaker
NU_23 Tue Night Caretaker
NU_23 Wed Night Caretaker
NU_23 Sat Night Caretaker
NU_23 Sun Night Caretaker
NU_24 Mon Day Nurse
NU_24 Tue Day Nurse
NU_24 Wed Day Nurse
NU_24 Thu Early Caretaker
NU_24 Fri Early Caretaker
NU_25 Mon Night Caretaker
NU_25 Tue Night Caretaker
NU_25 Wed Night Caretaker
NU_25 Thu Night Caretaker
NU_25 Fri Night Caretaker
NU_26 Mon Day Caretaker
NU_26 Tue Day Caretaker
NU_26 Wed Day Nurse
NU_27 Mon Late Caretaker
NU_27 Thu Day Nurse
NU_27 Fri Day Caretaker
NU_27 Sat Day Nurse
NU_27 Sun Day Nurse
NU_28 Mon Early Caretaker
NU_28 Tue Early Caretaker
NU_28 Wed Early Caretaker
NU_28 Thu Early Caretaker
NU_28 Fri Early Caretaker
NU_29 Mon Day Caretaker
CT_30 Mon Late Caretaker
CT_30 Tue Late Caretaker
CT_30 Wed Late Caretaker
CT_31 Tue Day Caretaker
CT_31 Wed Day Caretaker
CT_31 Thu Day Caretaker
CT_32 Mon Night Caretaker
CT_32 Tue Night Caretaker
CT_32 Fri Early Caretaker
CT_32 Sat Early Caretaker
CT_32 Sun Early Caretaker
CT_33 Mon Early Caretaker
CT_33 Thu Late Caretaker
CT_33 Fri Late Caretaker
CT_33 Sat Late Caretaker
CT_33 Sun Late Caretaker
CT_34 Mon Late Caretaker
CT_34 Thu Day Caretaker
CT_34 Fri Day Caretaker
CT_34 Sat Early Caretaker
CT_34 Sun Early Caretaker
CT_35 Mon Late Caretaker
CT_35 Tue Late Caretaker
CT_35 Wed Late Caretaker
CT_35 Thu Late Caretaker
CT_35 Fri Late Caretaker
CT_36 Tue Early Caretaker
CT_36 Wed Early Caretaker
CT_36 Thu Early Caretaker
CT_37 Mon Night Caretaker
CT_37 Tue Night Caretaker
CT_37 Wed Night Caretaker
CT_37 Sat Day Caretaker
