SOLUTION
0 n100w8

ASSIGNMENTS = 317
HN_1 Mon Day Nurse
HN_1 Tue Day HeadNurse
HN_2 Tue Day HeadNurse
HN_2 Wed Day HeadNurse
HN_2 Thu Day HeadNurse
HN_2 Fri Day HeadNurse
HN_3 Wed Late Nurse
HN_3 Thu Late Nurse
HN_3 Fri Late HeadNurse
HN_4 Mon Day Nurse
HN_4 Tue Day Nurse
HN_4 Wed Early HeadNurse
HN_4 Thu Early HeadNurse
HN_4 Fri Early HeadNurse
HN_5 Wed Early Nurse
HN_5 Thu Early Nurse
HN_5 Fri Early Nurse
HN_6 Mon Late Nurse
HN_6 Tue Late HeadNurse
HN_6 Wed Late Nurse
HN_7 Tue Day Nurse
HN_7 Wed Day Nurse
HN_7 Thu Day HeadNurse
HN_8 Fri Late HeadNurse
HN_8 Sat Late HeadNurse
HN_8 Sun Late HeadNurse
HN_9 Thu Night HeadNurse
HN_9 Fri Night HeadNurse
HN_9 Sat Night Nurse
HN_9 Sun Night HeadNurse
HN_10 Thu Day Nurse
HN_10 Fri Day HeadNurse
HN_11 Wed Late Nurse
HN_11 Thu Late Nurse
HN_11 Fri Late Nurse
HN_12 Mon Day Nurse
HN_12 Tue Day Nurse
HN_13 Mon Night Nurse
HN_13 Tue Night Nurse
HN_14 Mon Early HeadNurse
HN_14 Tue Early HeadNurse
HN_14 Wed Early Nurse
HN_14 Sat Early HeadNurse
HN_14 Sun Early HeadNurse
HN_15 Tue Night Nurse
HN_15 Wed Night Nurse
HN_15 Thu Night Nurse
HN_15 Fri Night HeadNurse
NU_16 Tue Day Caretaker
NU_16 Wed Day Caretaker
NU_16 Thu Day Caretaker
NU_16 Fri Day Nurse
NU_17 Mon Early Nurse
NU_17 Tue Early Nurse
NU_17 Wed Early Nurse
NU_17 Thu Early Nurse
NU_18 Thu Late Caretaker
NU_18 Fri Late Nurse
NU_18 Sat Late Nurse
NU_18 Sun Late Nurse
NU_19 Thu Early Nurse
NU_19 Fri Early Nurse
NU_20 Mon Early Nurse
NU_20 Tue Early Nurse
NU_20 Wed Early Caretaker
NU_20 Thu Early Caretaker
NU_20 Fri Early Nurse
NU_21 Mon Early Nurse
NU_21 Tue Early Nurse
NU_21 Wed Early Caretaker
