SOLUTION
3 n050w4

ASSIGNMENTS = 198
HN_0 Mon Early Nurse
HN_0 Tue Early Nurse
HN_0 Wed Early HeadNurse
HN_0 Sat Day Nurse
HN_0 Sun Day HeadNurse
HN_1 Mon Night Nurse
HN_1 Tue Night HeadNurse
HN_1 Wed Night HeadNurse
HN_1 Thu Night HeadNurse
HN_1 Fri Night Nurse
HN_2 Tue Late Nurse
HN_2 Wed Late Nurse
HN_2 Thu Late Nurse
HN_3 Mon Late Nurse
HN_3 Fri Early HeadNurse
HN_3 Sat Early Nurse
HN_3 Sun Early HeadNurse
HN_4 Mon Early Nurse
HN_4 Tue Early Nurse
HN_5 Fri Late HeadNurse
HN_5 Sat Late HeadNurse
HN_5 Sun Night Nurse
NU_6 Mon Early Caretaker
NU_6 Tue Early Caretaker
NU_6 Wed Early Nurse
NU_6 Thu Late Nurse
NU_6 Fri Late Nurse
NU_7 Wed Early Nurse
NU_7 Thu Early Nurse
NU_7 Fri Early Nurse
NU_8 Wed Day Nurse
NU_8 Thu Day Nurse
NU_8 Fri Day Nurse
NU_9 Sat Night Nurse
NU_9 Sun Night Nurse
NU_10 Mon Night Nurse
NU_10 Tue Night Nurse
NU_10 Wed Night Nurse
NU_10 Thu Night Nurse
NU_10 Fri Night Nurse
NU_11 Mon Late Nurse
NU_11 Tue Late Nurse
NU_11 Wed Late Nurse
NU_11 Thu Late Nurse
NU_11 Fri Late Nurse
NU_12 Mon Late Caretaker
NU_12 Tue Late Nurse
NU_12 Fri Early Nurse
NU_12 Sat Early Nurse
NU_12 Sun Early Nurse
NU_13 Tue Early Caretaker
NU_13 Wed Early Nurse
NU_13 Thu Early Nurse
NU_14 Mon Early Caretaker
NU_14 Fri Late Caretaker
NU_14 Sat Late Nurse
NU_14 Sun Late Nurse
NU_15 Mon Early Caretaker
NU_15 Tue Early Caretaker
NU_15 Wed Early Caretaker
NU_15 Thu Day Nurse
NU_15 Fri Day Nurse
NU_16 Thu Late Nurse
NU_16 Fri Late Caretaker
NU_16 Sat Late Caretaker
NU_16 Sun Night Caretaker
NU_17 Mon Day Nurse
NU_17 Tue Day Nurse
NU_17 Wed Day Nurse
NU_18 Sat Night Caretaker
NU_18 Sun Night Caretaker
NU_19 Mon Day Nurse
NU_19 Tue Day Nurse
NU_19 Wed Day Caretaker
