SOLUTION
2 n030w8

ASSIGNMENTS = 114
HN_0 Mon Early HeadNurse
HN_0 Tue Early Nurse
HN_0 Wed Day Caretaker
HN_0 Thu Day Nurse
HN_0 Fri Day Nurse
HN_1 Mon Late Nurse
HN_1 Tue Late Nurse
HN_1 Sat Day Caretaker
HN_1 Sun Day HeadNurse
HN_2 Tue Night HeadNurse
HN_2 Wed Night Nurse
HN_2 Thu Night Nurse
HN_3 Wed Early HeadNurse
HN_3 Thu Early Nurse
HN_3 Fri Early Nurse
NU_4 Mon Early Nurse
NU_4 Tue Early Caretaker
NU_4 Fri Night Nurse
NU_4 Sat Night Nurse
NU_4 Sun Night Nurse
NU_5 Mon Night Nurse
NU_5 Tue Night Nurse
NU_6 Mon Day Nurse
NU_6 Tue Day Nurse
NU_6 Wed Day Nurse
NU_6 Thu Day Nurse
NU_6 Fri Day Caretaker
NU_7 Mon Day Caretaker
NU_7 Sat Early Nurse
NU_7 Sun Early Nurse
NU_8 Wed Early Nurse
NU_8 Thu Early Nurse
NU_8 Fri Night Nurse
NU_8 Sat Night Caretaker
NU_8 Sun Night Caretaker
NU_9 Wed Late Nurse
NU_9 Thu Late Nurse
NU_10 Tue Night Nurse
NU_10 Wed Night Caretaker
NU_10 Thu Night Caretaker
NU_10 Fri Night Caretaker
NU_11 Mon Day Caretaker
NU_11 Tue Day Caretaker
NU_11 Wed Day Nurse
NU_11 Thu Late Caretaker
NU_11 Fri Late Nurse
NU_12 Mon Early Caretaker
NU_12 Sat Day Nurse
NU_12 Sun Day Nurse
NU_13 Thu Day Caretaker
NU_13 Fri Day Caretaker
NU_14 Mon Late Caretaker
NU_14 Thu Day Caretaker
NU_14 Fri Day Caretaker
NU_14 Sat Late Nurse
NU_14 Sun Late Nurse
NU_15 Mon Early Caretaker
NU_15 Tue Early Caretaker
NU_15 Wed Early Caretaker
NU_15 Thu Day Caretaker
NU_15 Fri Day Caretaker
NU_16 Wed Late Caretaker
NU_16 Thu Late Caretaker
CT_17 Mon Night Caretaker
CT_17 Tue Night Caretaker
CT_17 Wed Night Caretaker
CT_17 Thu Night Caretaker
CT_17 Fri Night Caretaker
CT_18 Mon Late Caretaker
CT_18 Tue Late Caretaker
CT_18 Sat Day Caretaker
CT_18 Sun Day Caretaker
CT_19 Mon Late Caretaker
CT_19 Thu Early Caretaker
CT_19 Fri Early Caretaker
CT_19 Sat Early Caretaker
CT_19 Sun Early Caretaker
CT_20 Wed Early Caretaker
CT_20 Thu Early Caretaker
CT_20 Fri Early Caretaker
CT_21 Mon Night Caretaker
CT_21 Tue Night Caretaker
CT_21 Sat Late Caretaker
CT_21 Sun Late Caretaker
CT_22 Wed Early Caretaker
CT_22 Thu Early Caretaker
CT_22 Fri Early Caretaker
CT_23 Mon Late Caretaker
CT_23 Tue Late Caretaker
CT_23 Wed Late Caretaker
CT_23 Thu Late Caretaker
CT_23 Fri Late Caretaker
CT_24 Mon Day Caretaker
CT_24 Tue Day Caretaker
CT_24 Wed Day Caretaker
CT_24 Thu Late Caretaker
CT_24 Fri Late Caretaker
TR_25 Fri Early Trainee
TR_25 Sat Early Trainee
TR_25 Sun Day Trainee
TR_26 Mon Late Trainee
TR_26 Tue Late Trainee
TR_26 Fri Late Trainee
TR_26 Sat Late Trainee
TR_26 Sun Late Trainee
TR_27 Wed Early Trainee
TR_27 Thu Early Trainee
TR_28 Mon Day Trainee
TR_28 Tue Day Trainee
TR_28 Wed Night Trainee
TR_28 Thu Night Trainee
TR_28 Fri Night Trainee
TR_29 Mon Night Trainee
TR_29 Tue Night Trainee
