SOLUTION
2 n030w4

ASSIGNMENTS = 122
HN_0 Wed Night HeadNurse
HN_0 Thu Night Nurse
HN_0 Fri Night Nurse
HN_1 Tue Late Caretaker
HN_1 Wed Late HeadNurse
HN_1 Thu Late Nurse
HN_1 Fri Late HeadNurse
HN_2 Wed Day HeadNurse
HN_2 Thu Day Nurse
HN_2 Fri Day Nurse
HN_3 Mon Day HeadNurse
HN_3 Tue Day HeadNurse
HN_3 Wed Day Nurse
NU_4 Mon Early Nurse
NU_4 Tue Early Nurse
NU_4 Fri Day Caretaker
NU_4 Sat Day Nurse
NU_4 Sun Day Nurse
NU_5 Mon Late Nurse
NU_5 Tue Late Nurse
NU_5 Fri Night Nurse
NU_5 Sat Night Nurse
NU_5 Sun Night Nurse
NU_6 Wed Day Caretaker
NU_6 Thu Day Caretaker
NU_6 Fri Day Caretaker
NU_7 Mon Day Nurse
NU_7 Tue Late Nurse
NU_7 Wed Late Nurse
NU_8 Mon Early Caretaker
NU_8 Tue Early Caretaker
NU_8 Wed Early Nurse
NU_8 Sat Late Nurse
NU_8 Sun Late Nurse
NU_9 Tue Day Nurse
NU_9 Wed Day Caretaker
NU_9 Thu Day Caretaker
NU_9 Fri Day Caretaker
NU_10 Mon Late Caretaker
NU_10 Tue Late Caretaker
NU_10 Wed Late Caretaker
NU_10 Sat Day Caretaker
NU_10 Sun Day Nurse
NU_11 Mon Early Caretaker
NU_11 Tue Early Caretaker
NU_11 Wed Early Nurse
NU_11 Thu Early Nurse
NU_11 Fri Early Nurse
NU_12 Mon Night Nurse
NU_12 Tue Night Nurse
NU_12 Wed Night Nurse
NU_13 Wed Late Caretaker
NU_13 Thu Late Caretaker
NU_13 Fri Late Nurse
NU_14 Mon Night Nurse
NU_14 Tue Night Caretaker
NU_14 Fri Early Nurse
NU_14 Sat Early Nurse
NU_14 Sun Early Nurse
NU_15 Wed Early Caretaker
NU_15 Thu Early Caretaker
NU_15 Fri Early Caretaker
NU_16 Mon Early Caretaker
NU_16 Tue Early Caretaker
NU_16 Wed Early Caretaker
CT_17 Mon Day Caretaker
CT_17 Tue Day Caretaker
CT_17 Wed Night Caretaker
CT_17 Thu Night Caretaker
CT_17 Fri Night Caretaker
CT_18 Wed Early Caretaker
CT_18 Thu Early Caretaker
CT_18 Fri Early Caretaker
CT_19 Mon Late Caretaker
CT_19 Tue Late Caretaker
CT_19 Fri Night Caretaker
CT_19 Sat Night Caretaker
CT_19 Sun Night Caretaker
CT_20 Mon Night Caretaker
CT_20 Tue Night Caretaker
CT_20 Wed Night Caretaker
CT_20 Sat Early Caretaker
CT_20 Sun Early Caretaker
CT_21 Mon Day Caretaker
CT_21 Tue Day Caretaker
CT_21 Wed Late Caretaker
CT_21 Thu Late Caretaker
CT_21 Fri Late Caretaker
CT_22 Mon Night Caretaker
CT_22 Tue Night Caretaker
CT_22 Wed Night Caretaker
CT_22 Sat Day Caretaker
CT_22 Sun Day Caretaker
CT_23 Mon Day Caretaker
CT_23 Tue Day Caretaker
CT_23 Wed Day Caretaker
CT_23 Thu Late Caretaker
CT_23 Fri Late Caretaker
CT_24 Mon Day Caretaker
CT_24 Tue Day Caretaker
CT_24 Wed Day Caretaker
CT_24 Sat Late Caretaker
CT_24 Sun Late Caretaker
TR_25 Mon Day Trainee
TR_25 Tue Day Trainee
TR_25 Wed Late Trainee
TR_26 Mon Late Trainee
TR_26 Fri Late Trainee
TR_26 Sat Late Trainee
TR_26 Sun Late Trainee
TR_27 Tue Night Trainee
TR_27 Wed Night Trainee
TR_27 Thu Night Trainee
TR_27 Fri Night Trainee
TR_28 Mon Night Trainee
TR_28 Thu Early Trainee
TR_28 Fri Early Trainee
TR_28 Sat Early Trainee
TR_28 Sun Day Trainee
TR_29 Mon Early Trainee
TR_29 Thu Day Trainee
TR_29 Fri Day Trainee
