SOLUTION
2 n080w4

ASSIGNMENTS = 299
HN_0 Mon Night HeadNurse
HN_0 Tue Night Nurse
HN_0 Wed Night HeadNurse
HN_0 Thu Night HeadNurse
HN_1 Tue Day HeadNurse
HN_1 Wed Day Nurse
HN_1 Thu Day HeadNurse
HN_1 Fri Day Nurse
HN_2 Mon Early HeadNurse
HN_2 Tue Early HeadNurse
HN_2 Wed Late HeadNurse
HN_2 Thu Late HeadNurse
HN_2 Fri Late HeadNurse
HN_3 Mon Early Nurse
HN_3 Tue Early Nurse
HN_3 Wed Night Nurse
HN_3 Thu Night Nurse
HN_3 Fri Night HeadNurse
HN_4 Fri Early HeadNurse
HN_4 Sat Early HeadNurse
HN_4 Sun Night HeadNurse
HN_5 Thu Early HeadNurse
HN_5 Fri Early Nurse
HN_5 Sat Day HeadNurse
HN_5 Sun Day HeadNurse
HN_6 Mon Day HeadNurse
HN_6 Tue Day Nurse
HN_6 Wed Late Nurse
HN_6 Thu Late Nurse
HN_6 Fri Late Nurse
HN_7 Wed Night Nurse
HN_7 Thu Night Nurse
HN_7 Fri Night Nurse
HN_7 Sat Night HeadNurse
HN_7 Sun Night Nurse
HN_8 Mon Day HeadNurse
HN_8 Tue Day Nurse
HN_8 Fri Late Nurse
HN_8 Sat Late Nurse
HN_8 Sun Late HeadNurse
HN_9 Mon Late Nurse
HN_9 Tue Late HeadNurse
HN_9 Wed Late Nurse
HN_9 Thu Late Nurse
NU_10 Mon Late Caretaker
NU_10 Tue Late Nurse
NU_10 Wed Late Caretaker
NU_10 Thu Late Caretaker
NU_10 Fri Late Caretaker
NU_11 Wed Early Nurse
NU_11 Thu Early Nurse
NU_11 Fri Late Caretaker
NU_11 Sat Late Caretaker
NU_11 Sun Late Nurse
NU_12 Mon Day Nurse
NU_13 Mon Late Caretaker
NU_14 Mon Late Caretaker
NU_14 Tue Late Nurse
NU_14 Wed Late Caretaker
NU_14 Thu Late Caretaker
NU_14 Fri Late Caretaker
NU_15 Thu Day Nurse
NU_15 Fri Day Nurse
NU_15 Sat Early Nurse
NU_15 Sun Early Nurse
NU_16 Mon Day Nurse
NU_17 Wed Early Nurse
NU_17 Thu Early Nurse
NU_17 Fri Early Nurse
NU_17 Sat Day Nurse
NU_17 Sun Day Nurse
NU_18 Wed Late Caretaker
NU_18 Thu Late Caretaker
NU_18 Fri Late Caretaker
NU_19 Mon Night Nurse
NU_19 Thu Night Caretaker
NU_19 Fri Night Nurse
NU_19 Sat Night Nurse
NU_19 Sun Night Caretaker
CT_20 Wed Day Caretaker
CT_20 Thu Day Caretaker
