SOLUTION
3 n080w4

ASSIGNMENTS = 299
HN_0 Tue Day HeadNurse
HN_0 Wed Day HeadNurse
HN_0 Thu Day HeadNurse
HN_0 Fri Day HeadNurse
HN_1 Mon Late HeadNurse
HN_1 Tue Late HeadNurse
HN_1 Wed Late HeadNurse
HN_1 Thu Late HeadNurse
HN_1 Fri Late Nurse
HN_2 Fri Late Nurse
HN_2 Sat Late Nurse
HN_2 Sun Late Nurse
HN_3 Fri Day HeadNurse
HN_3 Sat Day HeadNurse
HN_3 Sun Day Nurse
HN_4 Mon Night Nurse
HN_4 Tue Night HeadNurse
HN_4 Wed Night HeadNurse
HN_6 Mon Early HeadNurse
HN_6 Tue Early Nurse
HN_6 Wed Early HeadNurse
HN_6 Sat Early Nurse
HN_6 Sun Early HeadNurse
HN_7 Wed Early Nurse
HN_7 Thu Early HeadNurse
HN_7 Fri Early Nurse
HN_7 Sat Night HeadNurse
HN_7 Sun Night HeadNurse
HN_8 Mon Late HeadNurse
HN_8 Tue Late Nurse
HN_9 Tue Night HeadNurse
HN_9 Wed Night Nurse
HN_9 Thu Night HeadNurse
HN_9 Fri Night Nurse
NU_10 Mon Early Nurse
NU_10 Tue Early Caretaker
NU_10 Wed Day Nurse
NU_10 Thu Day Nurse
NU_10 Fri Day Nurse
NU_11 Mon Late Nurse
NU_12 Mon Night Nurse
NU_12 Tue Night Nurse
NU_12 Wed Night Caretaker
NU_12 Thu Night Nurse
NU_12 Fri Night Caretaker
NU_13 Mon Early Nurse
NU_13 Tue Early Caretaker
NU_13 Wed Day Nurse
NU_13 Thu Day Caretaker
NU_14 Mon Day Nurse
NU_14 Tue Day Nurse
NU_14 Wed Day Nurse
NU_14 Thu Day Caretaker
NU_15 Mon Early Nurse
NU_16 Tue Late Nurse
NU_16 Wed Late Nurse
NU_16 Thu Late Nurse
NU_17 Wed Early Nurse
NU_17 Thu Early Nurse
NU_17 Fri Day Nurse
NU_17 Sat Day Nurse
NU_17 Sun Early Nurse
NU_18 Mon Night Caretaker
NU_18 Tue Night Nurse
NU_18 Wed Night Caretaker
NU_18 Thu Night Nurse
NU_18 Fri Night Caretaker
NU_19 Wed Early Nurse
NU_19 Thu Early Nurse
NU_19 Fri Night Caretaker
NU_19 Sat Night Nurse
NU_19 Sun Night Nurse
CT_20 Sat Late Caretaker
CT_20 Sun Late Caretaker
CT_21 Mon Day Caretaker
CT_21 Tue Day Caretaker
CT_21 Wed Day Caretaker
CT_21 Thu Day Caretaker
CT_22 Mon Day Caretaker
CT_22 Tue Day Caretaker
CT_22 Wed Late Caretaker
CT_22 Thu Late Caretaker
CT_22 Fri Late Caretaker
CT_23 Thu Day Caretaker
CT_23 Fri Day Caretaker
CT_23 Sat Early Caretaker
