SOLUTION
1 n060w8

ASSIGNMENTS = 238
HN_0 Mon Early HeadNurse
HN_0 Sat Late Nurse
HN_0 Sun Late HeadNurse
HN_1 Mon Late HeadNurse
HN_1 Thu Day Nurse
HN_1 Fri Day HeadNurse
HN_1 Sat Day Nurse
HN_1 Sun Day HeadNurse
HN_2 Mon Night Nurse
HN_2 Tue Night HeadNurse
HN_3 Mon Day Nurse
HN_3 Tue Day HeadNurse
HN_3 Wed Early HeadNurse
HN_3 Thu Early Nurse
HN_3 Fri Early Nurse
HN_4 Mon Late Nurse
HN_4 Tue Late Nurse
HN_4 Wed Late HeadNurse
HN_4 Thu Late HeadNurse
HN_4 Fri Late Nurse
HN_5 Thu Early Nurse
HN_5 Fri Early Nurse
HN_5 Sat Early Nurse
HN_5 Sun Early HeadNurse
HN_6 Mon Day Nurse
HN_6 Tue Day Nurse
HN_6 Wed Day Nurse
HN_6 Sat Night HeadNurse
HN_6 Sun Night HeadNurse
NU_7 Mon Early Nurse
NU_7 Tue Early Nurse
NU_7 Fri Late Nurse
NU_7 Sat Late Caretaker
NU_7 Sun Late Nurse
NU_8 Mon Late Nurse
NU_8 Tue Late Nurse
NU_9 Mon Early Nurse
NU_9 Tue Early Nurse
NU_9 Fri Early Nurse
NU_9 Sat Early Caretaker
NU_9 Sun Early Nurse
NU_10 Sat Night Nurse
NU_10 Sun Night Nurse
NU_11 Mon Day Nurse
NU_11 Tue Day Caretaker
NU_11 Wed Day Nurse
NU_12 Mon Day Caretaker
NU_12 Tue Day Caretaker
NU_12 Wed Day Caretaker
NU_13 Fri Late Caretaker
NU_13 Sat Late Caretaker
NU_13 Sun Late Caretaker
NU_14 Thu Day Nurse
NU_14 Fri Day Nurse
NU_14 Sat Early Caretaker
NU_14 Sun Early Caretaker
NU_15 Mon Early Caretaker
NU_15 Thu Night Nurse
NU_15 Fri Night Nurse
NU_15 Sat Night Nurse
NU_15 Sun Night Caretaker
NU_16 Mon Early Caretaker
NU_16 Fri Late Caretaker
NU_16 Sat Late Caretaker
NU_16 Sun Late Caretaker
NU_17 Wed Day Caretaker
NU_17 Thu Day Nurse
NU_17 Fri Day Nurse
NU_18 Mon Day Caretaker
NU_18 Tue Day Caretaker
NU_18 Wed Day Caretaker
NU_18 Thu Early Caretaker
NU_18 Fri Early Caretaker
NU_19 Mon Early Caretaker
NU_19 Tue Early Caretaker
NU_19 Wed Early Nurse
NU_20 Wed Late Nurse
NU_20 Thu Late Nurse
NU_20 Fri Late Caretaker
NU_21 Mon Late Caretaker
NU_21 Tue Late Caretaker
NU_21 Wed Late Nurse
NU_21 Thu Late Nurse
NU_21 Fri Late Caretaker
NU_22 Tue Late Caretaker
NU_22 Wed Late Caretaker
NU_22 Thu Late Nurse
NU_23 Mon Day Caretaker
NU_23 Tue Day Caretaker
NU_23 Wed Day Caretaker
NU_23 Thu Day Caretaker
NU_23 Fri Day Caretaker
NU_24 Mon Night Nurse
NU_24 Tue Night Nurse
NU_24 Wed Night Nurse
NU_24 Thu Night Nurse
NU_24 Fri Night Nurse
NU_25 Mon Night Nurse
NU_25 Tue Night Nurse
NU_25 Fri Day Caretaker
NU_25 Sat Day Nurse
NU_25 Sun Day Nurse
NU_26 Wed Early Nurse
NU_26 Thu Early Caretaker
NU_26 Fri Early Caretaker
NU_27 Mon Night Caretaker
NU_27 Tue Night Nurse
NU_27 Wed Night Caretaker
NU_27 Thu Night Nurse
NU_28 Tue Night Caretaker
NU_28 Wed Night Caretaker
NU_28 Thu Night Caretaker
NU_28 Fri Night Nurse
NU_29 Tue Late Caretaker
NU_29 Wed Late Caretaker
NU_29 Thu Late Caretaker
CT_30 Mon Late Caretaker
CT_30 Tue Late Caretaker
CT_30 Wed Late Caretaker
CT_31 Wed Early Caretaker
CT_31 Thu Early Caretaker
CT_31 Fri Early Caretaker
CT_32 Mon Late Caretaker
CT_32 Tue Late Caretaker
CT_32 Wed Late Caretaker
CT_32 Thu Late Caretaker
CT_32 Fri Late Caretaker
CT_33 Mon Day Caretaker
CT_33 Tue Day Caretaker
CT_33 Wed Day Caretaker
CT_33 Thu Late Caretaker
CT_33 Fri Late Caretaker
CT_34 Mon Night Caretaker
CT_34 Tue Night Caretaker
