SOLUTION
3 n050w8

ASSIGNMENTS = 211
HN_0 Mon Night Nurse
HN_0 Tue Night Nurse
HN_0 Wed Night Nurse
HN_0 Sat Early Nurse
HN_0 Sun Early Nurse
HN_1 Mon Late HeadNurse
HN_1 Thu Early HeadNurse
HN_1 Fri Night Nurse
HN_1 Sat Night Nurse
HN_1 Sun Night HeadNurse
HN_2 Tue Day HeadNurse
HN_2 Wed Day Nurse
HN_2 Thu Day HeadNurse
HN_2 Fri Day Nurse
HN_3 Mon Late Nurse
HN_3 Tue Late Nurse
HN_3 Wed Night Nurse
HN_3 Thu Night Nurse
HN_3 Fri Night Nurse
HN_4 Mon Late Nurse
HN_4 Tue Late Nurse
HN_5 Tue Early HeadNurse
HN_5 Wed Early HeadNurse
HN_5 Thu Early Nurse
HN_5 Fri Day Nurse
HN_5 Sat Day HeadNurse
NU_6 Mon Day Nurse
NU_6 Tue Day Nurse
NU_6 Wed Early Nurse
NU_6 Thu Early Nurse
NU_6 Fri Early Nurse
NU_7 Mon Night Nurse
NU_7 Tue Night Nurse
NU_7 Wed Night Nurse
NU_8 Wed Day Nurse
NU_8 Thu Day Nurse
NU_8 Fri Day Caretaker
NU_9 Mon Late Caretaker
NU_9 Tue Late Caretaker
NU_9 Fri Late Nurse
NU_9 Sat Late Nurse
NU_9 Sun Late Nurse
NU_10 Mon Night Nurse
NU_10 Tue Night Caretaker
NU_10 Fri Late Nurse
NU_10 Sat Late Caretaker
NU_10 Sun Late Nurse
NU_11 Mon Day Nurse
NU_11 Tue Day Nurse
NU_11 Wed Day Nurse
NU_11 Thu Early Nurse
NU_11 Fri Early Nurse
NU_12 Mon Early Nurse
NU_12 Tue Early Nurse
NU_12 Wed Late Nurse
NU_12 Thu Late Nurse
NU_12 Fri Late Nurse
NU_13 Tue Day Caretaker
NU_13 Wed Day Nurse
NU_13 Thu Day Nurse
NU_14 Mon Day Caretaker
NU_14 Tue Day Caretaker
NU_14 Wed Early Nurse
NU_14 Thu Early Caretaker
NU_15 Tue Day Caretaker
NU_15 Wed Day Caretaker
NU_15 Thu Day Nurse
NU_16 Wed Night Caretaker
NU_16 Thu Night Nurse
NU_16 Fri Night Nurse
NU_16 Sat Night Nurse
NU_16 Sun Night Nurse
NU_17 Wed Night Caretaker
NU_17 Thu Night Caretaker
NU_17 Fri Night Caretaker
NU_17 Sat Night Caretaker
NU_17 Sun Night Caretaker
NU_18 Mon Early Nurse
NU_18 Tue Early Nurse
NU_18 Wed Day Caretaker
NU_18 Thu Day Caretaker
NU_19 Mon Day Caretaker
NU_19 Thu Late Nurse
NU_19 Fri Late Nurse
NU_19 Sat Late Caretaker
NU_19 Sun Late Nurse
NU_20 Wed Early Caretaker
NU_20 Thu Early Caretaker
NU_20 Fri Early Nurse
NU_21 Mon Day Caretaker
NU_21 Thu Early Caretaker
NU_21 Fri Early Caretaker
NU_21 Sat Day Nurse
NU_21 Sun Day Nurse
NU_22 Wed Day Caretaker
NU_22 Thu Day Caretaker
NU_22 Fri Day Caretaker
NU_23 Mon Late Caretaker
NU_23 Tue Late Caretaker
NU_23 Wed Late Nurse
NU_23 Sat Day Caretaker
NU_23 Sun Day Nurse
NU_24 Mon Early Caretaker
NU_24 Tue Early Caretaker
NU_24 Wed Early Caretaker
NU_24 Thu Late Nurse
NU_24 Fri Late Caretaker
NU_25 Mon Early Caretaker
NU_25 Tue Early Caretaker
NU_25 Wed Early Caretaker
NU_25 Thu Early Caretaker
NU_25 Fri Early Caretaker
NU_26 Mon Early Caretaker
NU_26 Tue Early Caretaker
NU_26 Wed Early Caretaker
NU_26 Thu Day Caretaker
NU_26 Fri Day Caretaker
NU_27 Wed Day Caretaker
NU_27 Thu Day Caretaker
NU_27 Fri Day Caretaker
