SOLUTION
1 n100w4

ASSIGNMENTS = 323
HN_0 Mon Day HeadNurse
HN_1 Mon Night HeadNurse
HN_1 Tue Night HeadNurse
HN_1 Wed Night HeadNurse
HN_1 Thu Night HeadNurse
HN_2 Tue Early Nurse
HN_2 Wed Early HeadNurse
HN_2 Thu Day HeadNurse
HN_2 Fri Day Nurse
HN_3 Mon Night Nurse
HN_3 Tue Night Nurse
HN_3 Wed Night HeadNurse
HN_3 Thu Night Nurse
HN_3 Fri Night HeadNurse
HN_4 Mon Early HeadNurse
HN_4 Tue Early Nurse
HN_4 Wed Early HeadNurse
HN_4 Sat Late Nurse
HN_4 Sun Late HeadNurse
HN_5 Mon Day Nurse
HN_6 Mon Day Nurse
HN_6 Tue Day Nurse
HN_6 Wed Early Nurse
HN_6 Thu Early HeadNurse
HN_7 Tue Day Nurse
HN_7 Wed Day HeadNurse
HN_7 Thu Day HeadNurse
HN_8 Mon Late HeadNurse
HN_8 Tue Late HeadNurse
HN_9 Mon Night Nurse
HN_9 Tue Night Nurse
HN_9 Wed Night Nurse
HN_9 Thu Night Nurse
HN_9 Fri Night HeadNurse
HN_10 Mon Late Nurse
HN_10 Tue Late HeadNurse
HN_11 Mon Late Nurse
HN_11 Tue Late Nurse
HN_11 Wed Late Nurse
HN_12 Mon Day Nurse
HN_12 Tue Day Nurse
HN_13 Fri Night Nurse
HN_13 Sat Night HeadNurse
HN_13 Sun Night Nurse
HN_14 Wed Late Nurse
HN_14 Thu Late HeadNurse
HN_14 Fri Late HeadNurse
HN_15 Mon Early Nurse
HN_15 Thu Early Nurse
HN_15 Fri Early Nurse
HN_15 Sat Early HeadNurse
HN_15 Sun Day HeadNurse
NU_16 Wed Early Nurse
NU_16 Thu Early Nurse
NU_16 Fri Late Nurse
NU_16 Sat Late Caretaker
NU_16 Sun Late Nurse
NU_17 Mon Early Nurse
NU_17 Tue Early Nurse
NU_17 Wed Late Nurse
NU_17 Thu Late Nurse
NU_18 Wed Day Nurse
NU_18 Thu Day Nurse
NU_18 Fri Day Nurse
NU_19 Mon Early Caretaker
NU_19 Tue Early Caretaker
NU_20 Mon Night Caretaker
NU_20 Tue Night Caretaker
NU_20 Wed Night Caretaker
NU_20 Thu Night Nurse
NU_20 Fri Night Nurse
NU_21 Mon Early Caretaker
NU_21 Thu Day Nurse
NU_21 Fri Day Nurse
NU_21 Sat Early Nurse
NU_21 Sun Early Nurse
NU_22 Sat Late Caretaker
NU_22 Sun Late Caretaker
NU_23 Mon Late Caretaker
NU_23 Tue Late Nurse
NU_24 Thu Day Nurse
NU_24 Fri Day Caretaker
NU_25 Tue Day Caretaker
NU_25 Wed Day Nurse
NU_25 Thu Day Nurse
NU_25 Fri Day Caretaker
NU_26 Mon Day Caretaker
NU_26 Tue Day Caretaker
NU_26 Wed Early Nurse
NU_26 Thu Early Nurse
NU_27 Mon Late Caretaker
NU_28 Fri Day Caretaker
NU_28 Sat Day Nurse
NU_28 Sun Day Nurse
NU_29 Wed Late Caretaker
NU_29 Thu Late Caretaker
NU_30 Wed Day Caretaker
NU_30 Thu Day Caretaker
NU_30 Fri Day Caretaker
NU_31 Mon Day Caretaker
NU_31 Thu Night Caretaker
NU_31 Fri Night Nurse
NU_31 Sat Night Nurse
NU_31 Sun Night Nurse
NU_32 Tue Early Caretaker
NU_32 Wed Early Caretaker
