SOLUTION
3 n040w8

ASSIGNMENTS = 161
HN_0 Mon Day HeadNurse
HN_0 Tue Day Caretaker
HN_0 Wed Early Caretaker
HN_0 Thu Early Caretaker
HN_0 Fri Early Caretaker
HN_1 Tue Day Caretaker
HN_1 Wed Day Caretaker
HN_1 Thu Day HeadNurse
HN_2 Mon Night Nurse
HN_2 Tue Night Nurse
HN_2 Sat Late HeadNurse
HN_2 Sun Night HeadNurse
HN_3 Mon Night Caretaker
HN_3 Tue Night Caretaker
HN_3 Wed Night Nurse
HN_3 Thu Night HeadNurse
HN_4 Mon Early Caretaker
HN_4 Tue Early Caretaker
HN_4 Wed Late Caretaker
HN_4 Thu Late Caretaker
HN_4 Fri Late HeadNurse
HN_5 Thu Day Caretaker
HN_5 Fri Day Caretaker
HN_5 Sat Day Nurse
HN_5 Sun Early Nurse
NU_6 Sat Late Nurse
NU_6 Sun Late Nurse
NU_7 Mon Late Nurse
NU_7 Tue Late Nurse
NU_7 Wed Late Nurse
NU_8 Mon Day Nurse
NU_8 Thu Night Nurse
NU_8 Fri Night Nurse
NU_8 Sat Night Nurse
NU_8 Sun Night Nurse
NU_9 Tue Early Nurse
NU_9 Wed Early Nurse
NU_9 Thu Day Nurse
NU_9 Fri Day Nurse
NU_10 Mon Late Caretaker
NU_10 Tue Late Nurse
NU_10 Wed Late Nurse
NU_10 Sat Day Caretaker
NU_10 Sun Day Nurse
NU_11 Tue Early Nurse
NU_11 Wed Early Nurse
NU_11 Thu Early Nurse
NU_12 Mon Early Nurse
NU_12 Tue Early Caretaker
NU_12 Wed Early Caretaker
NU_12 Thu Early Nurse
NU_12 Fri Early Nurse
NU_13 Mon Late Caretaker
NU_13 Tue Late Caretaker
NU_13 Fri Early Caretaker
NU_13 Sat Early Nurse
NU_13 Sun Day Caretaker
NU_14 Mon Day Caretaker
NU_14 Tue Day Nurse
NU_14 Wed Late Nurse
NU_14 Thu Late Nurse
NU_14 Fri Late Nurse
NU_15 Mon Night Caretaker
NU_15 Tue Night Nurse
NU_15 Wed Night Caretaker
NU_16 Mon Day Caretaker
NU_16 Tue Day Caretaker
NU_16 Wed Late Nurse
NU_16 Thu Late Caretaker
NU_16 Fri Late Caretaker
NU_17 Mon Early Caretaker
NU_17 Tue Early Caretaker
NU_17 Wed Day Nurse
NU_17 Thu Day Nurse
CT_18 Thu Early Caretaker
CT_18 Fri Early Caretaker
CT_18 Sat Early Caretaker
CT_18 Sun Early Caretaker
CT_19 Tue Late Caretaker
CT_19 Wed Late Caretaker
CT_19 Thu Late Caretaker
CT_20 Mon Early Caretaker
CT_20 Tue Early Caretaker
CT_20 Wed Day Caretaker
CT_20 Thu Day Caretaker
CT_21 Wed Day Caretaker
CT_21 Thu Day Caretaker
CT_21 Fri Day Caretaker
CT_22 Mon Night Caretaker
CT_22 Tue Night Caretaker
CT_22 Fri Late Caretaker
CT_22 Sat Late Caretaker
CT_22 Sun Late Caretaker
CT_23 Sat Day Caretaker
CT_23 Sun Day Caretaker
CT_24 Mon Day Caretaker
CT_24 Thu Late Caretaker
CT_24 Fri Late Caretaker
CT_24 Sat Late Caretaker
CT_24 Sun Late Caretaker
CT_25 Wed Day Caretaker
CT_25 Thu Day Caretaker
CT_25 Fri Day Caretaker
CT_26 Mon Late Caretaker
CT_26 Tue Late Caretaker
CT_26 Wed Late Caretaker
CT_26 Thu Late Caretaker
CT_26 Fri Late Caretaker
CT_27 Tue Early Caretaker
CT_27 Wed Early Caretaker
CT_27 Thu Early Caretaker
CT_28 Mon Day Caretaker
CT_28 Tue Day Caretaker
CT_28 Wed Day Caretaker
CT_28 Sat Early Caretaker
CT_28 Sun Early Caretaker
CT_29 Mon Day Caretaker
CT_29 Thu Night Caretaker
CT_29 Fri Night Caretaker
CT_29 Sat Night Caretaker
CT_29 Sun Night Caretaker
CT_30 Mon Late Caretaker
CT_30 Thu Night Caretaker
CT_30 Fri Night Caretaker
CT_30 Sat Night Caretaker
CT_30 Sun Night Caretaker
CT_31 Mon Night Caretaker
CT_31 Tue Night Caretaker
CT_31 Wed Night Caretaker
CT_31 Thu Night Caretaker
CT_31 Fri Night Caretaker
TR_32 Tue Day Trainee
TR_32 Wed Day Trainee
TR_32 Thu Early Trainee
TR_32 Fri Early Trainee
TR_33 Mon Early Trainee
TR_33 Tue Day Trainee
TR_33 Wed Day Trainee
TR_34 Thu Night Trainee
TR_34 Fri Night Trainee
TR_34 Sat Night Trainee
TR_34 Sun Night Trainee
TR_35 Mon Late Trainee
TR_35 Thu Early Trainee
TR_35 Fri Early Trainee
TR_35 Sat Early Trainee
TR_35 Sun Day Trainee
TR_36 Wed Late Trainee
TR_36 Thu Late Trainee
TR_36 Fri Late Trainee
TR_37 Mon Early Trainee
TR_37 Tue Early Trainee
TR_37 Wed Early Trainee
TR_38 Mon Night Trainee
TR_38 Fri Late Trainee
TR_38 Sat Late Trainee
TR_38 Sun Late Trainee
TR_39 Tue Night Trainee
TR_39 Wed Night Trainee
TR_39 Thu Night Trainee
TR_39 Fri Night Trainee
