SOLUTION
1 n040w8

ASSIGNMENTS = 155
HN_0 Mon Day Nurse
HN_0 Thu Early HeadNurse
HN_0 Fri Early Nurse
HN_0 Sat Late Nurse
HN_0 Sun Late HeadNurse
HN_1 Mon Night Nurse
HN_1 Tue Night HeadNurse
HN_2 Mon Late Caretaker
HN_2 Tue Late Nurse
HN_3 Wed Early Nurse
HN_3 Thu Early Caretaker
HN_3 Fri Early Caretaker
HN_3 Sat Early Caretaker
HN_3 Sun Early HeadNurse
HN_4 Mon Early HeadNurse
HN_4 Tue Early Nurse
HN_4 Wed Night Nurse
HN_4 Thu Night HeadNurse
HN_4 Fri Night Caretaker
HN_5 Tue Day HeadNurse
HN_5 Wed Day Caretaker
HN_5 Thu Late Caretaker
HN_5 Fri Late Caretaker
NU_6 Mon Day Caretaker
NU_6 Tue Day Nurse
NU_6 Wed Day Nurse
NU_7 Thu Night Nurse
NU_7 Fri Night Nurse
NU_7 Sat Night Nurse
NU_7 Sun Night Nurse
NU_8 Mon Night Caretaker
NU_8 Thu Day Nurse
NU_8 Fri Day Nurse
NU_8 Sat Day Nurse
NU_8 Sun Day Nurse
NU_9 Tue Night Nurse
NU_9 Wed Night Nurse
NU_9 Thu Night Nurse
NU_9 Fri Night Nurse
NU_10 Mon Late Nurse
NU_10 Tue Late Caretaker
NU_10 Wed Late Nurse
NU_10 Thu Late Nurse
NU_10 Fri Late Nurse
NU_11 Tue Day Nurse
NU_11 Wed Day Nurse
NU_11 Thu Day Caretaker
NU_12 Mon Late Caretaker
NU_12 Tue Late Caretaker
NU_12 Wed Late Caretaker
NU_12 Thu Late Nurse
NU_13 Mon Day Caretaker
NU_13 Tue Day Caretaker
NU_13 Fri Day Nurse
NU_13 Sat Day Caretaker
NU_13 Sun Night Caretaker
NU_14 Mon Late Caretaker
NU_14 Thu Early Nurse
NU_14 Fri Early Caretaker
NU_14 Sat Late Caretaker
NU_14 Sun Late Nurse
NU_15 Mon Late Caretaker
NU_15 Tue Late Caretaker
NU_15 Sat Day Caretaker
NU_15 Sun Day Caretaker
NU_16 Mon Early Nurse
NU_16 Thu Day Caretaker
NU_16 Fri Day Caretaker
NU_16 Sat Early Nurse
NU_16 Sun Early Nurse
NU_17 Mon Early Caretaker
NU_17 Tue Day Caretaker
NU_17 Wed Day Caretaker
CT_18 Tue Early Caretaker
CT_18 Wed Early Caretaker
CT_18 Thu Early Caretaker
CT_19 Thu Late Caretaker
CT_19 Fri Late Caretaker
CT_19 Sat Late Caretaker
CT_19 Sun Late Caretaker
CT_20 Tue Night Caretaker
CT_20 Wed Night Caretaker
CT_20 Thu Night Caretaker
CT_20 Fri Night Caretaker
CT_21 Mon Day Caretaker
CT_22 Mon Early Caretaker
CT_22 Tue Early Caretaker
CT_22 Wed Early Caretaker
CT_22 Thu Early Caretaker
CT_23 Mon Night Caretaker
CT_23 Tue Night Caretaker
CT_23 Wed Night Caretaker
CT_23 Thu Night Caretaker
CT_24 Wed Day Caretaker
CT_24 Thu Day Caretaker
CT_24 Fri Day Caretaker
CT_25 Mon Night Caretaker
CT_25 Thu Day Caretaker
CT_25 Fri Day Caretaker
CT_25 Sat Late Caretaker
CT_25 Sun Late Caretaker
CT_26 Mon Day Caretaker
CT_26 Tue Day Caretaker
CT_26 Wed Late Caretaker
CT_26 Thu Late Caretaker
CT_27 Tue Night Caretaker
CT_27 Wed Night Caretaker
CT_27 Thu Night Caretaker
CT_27 Fri Night Caretaker
CT_28 Mon Early Caretaker
CT_28 Tue Early Caretaker
CT_28 Wed Late Caretaker
CT_28 Thu Late Caretaker
CT_29 Wed Early Caretaker
CT_29 Thu Early Caretaker
CT_29 Fri Early Caretaker
CT_30 Mon Late Caretaker
CT_30 Tue Late Caretaker
CT_30 Sat Early Caretaker
CT_30 Sun Early Caretaker
CT_31 Mon Night Caretaker
CT_31 Tue Night Caretaker
CT_31 Wed Night Caretaker
CT_31 Thu Night Caretaker
TR_32 Mon Day Trainee
TR_32 Tue Night Trainee
TR_32 Wed Night Trainee
TR_32 Thu Night Trainee
TR_33 Wed Day Trainee
TR_33 Thu Day Trainee
TR_33 Fri Early Trainee
TR_33 Sat Early Trainee
TR_33 Sun Late Trainee
TR_34 Mon Late Trainee
TR_34 Tue Late Trainee
TR_34 Wed Late Trainee
TR_35 Mon Early Trainee
TR_35 Thu Late Trainee
TR_35 Fri Late Trainee
TR_35 Sat Late Trainee
TR_35 Sun Late Trainee
TR_36 Mon Day Trainee
TR_36 Tue Day Trainee
TR_36 Wed Day Trainee
TR_37 Sat Day Trainee
TR_37 Sun Day Trainee
TR_38 Wed Day Trainee
TR_38 Thu Day Trainee
TR_38 Fri Day Trainee
TR_39 Tue Early Trainee
TR_39 Wed Early Trainee
TR_39 Thu Night Trainee
TR_39 Fri Night Trainee
TR_39 Sat Night Trainee
TR_39 Sun Night Trainee
