SOLUTION
5 n030w8

ASSIGNMENTS = 112
HN_0 Mon Night Caretaker
HN_0 Thu Day Nurse
HN_0 Fri Day HeadNurse
HN_0 Sat Day Caretaker
HN_0 Sun Day HeadNurse
HN_1 Thu Night Nurse
HN_1 Fri Night Nurse
HN_1 Sat Night Nurse
HN_1 Sun Night Nurse
HN_2 Thu Late Nurse
HN_2 Fri Late HeadNurse
HN_3 Mon Day HeadNurse
HN_3 Tue Day Nurse
HN_3 Wed Day HeadNurse
NU_4 Fri Late Nurse
NU_4 Sat Late Nurse
NU_4 Sun Late Nurse
NU_5 Thu Early Nurse
NU_5 Fri Early Nurse
NU_6 Tue Late Nurse
NU_6 Wed Late Nurse
NU_6 Thu Late Caretaker
NU_6 Fri Late Nurse
NU_7 Mon Day Nurse
NU_7 Tue Day Nurse
NU_7 Wed Day Nurse
NU_7 Sat Day Nurse
NU_7 Sun Day Nurse
NU_8 Mon Day Nurse
NU_8 Tue Day Caretaker
NU_8 Wed Day Caretaker
NU_8 Thu Day Caretaker
NU_8 Fri Day Nurse
NU_9 Tue Late Caretaker
NU_9 Wed Late Caretaker
NU_10 Mon Night Nurse
NU_10 Tue Night Nurse
NU_10 Wed Night Nurse
NU_11 Wed Late Caretaker
NU_11 Thu Late Caretaker
NU_11 Fri Late Caretaker
NU_12 Mon Early Nurse
NU_12 Tue Early Nurse
NU_12 Wed Early Nurse
NU_12 Sat Early Nurse
NU_12 Sun Early Nurse
NU_13 Thu Day Caretaker
NU_13 Fri Day Caretaker
NU_14 Mon Early Caretaker
NU_14 Tue Early Caretaker
NU_14 Wed Early Caretaker
NU_14 Thu Early Caretaker
NU_15 Mon Late Nurse
NU_15 Tue Late Caretaker
NU_15 Sat Early Caretaker
NU_15 Sun Early Caretaker
NU_16 Wed Early Caretaker
NU_16 Thu Early Caretaker
CT_17 Mon Day Caretaker
CT_17 Tue Day Caretaker
CT_17 Wed Day Caretaker
CT_17 Thu Day Caretaker
CT_17 Fri Day Caretaker
CT_18 Mon Day Caretaker
CT_18 Tue Day Caretaker
CT_19 Mon Early Caretaker
CT_19 Tue Early Caretaker
CT_19 Wed Night Caretaker
CT_19 Thu Night Caretaker
CT_19 Fri Night Caretaker
CT_20 Mon Late Caretaker
CT_20 Tue Late Caretaker
CT_20 Fri Late Caretaker
CT_20 Sat Late Caretaker
CT_20 Sun Late Caretaker
CT_21 Tue Night Caretaker
CT_21 Wed Night Caretaker
CT_21 Thu Night Caretaker
CT_21 Fri Night Caretaker
CT_22 Mon Early Caretaker
CT_22 Tue Early Caretaker
CT_22 Wed Early Caretaker
CT_22 Thu Early Caretaker
CT_22 Fri Early Caretaker
CT_23 Mon Night Caretaker
CT_23 Tue Night Caretaker
CT_23 Fri Night Caretaker
CT_23 Sat Night Caretaker
CT_23 Sun Night Caretaker
CT_24 Mon Day Caretaker
CT_24 Thu Early Caretaker
CT_24 Fri Early Caretaker
CT_24 Sat Early Caretaker
CT_24 Sun Day Caretaker
TR_25 Mon Early Trainee
TR_25 Fri Night Trainee
TR_25 Sat Night Trainee
TR_25 Sun Night Trainee
TR_26 Wed Late Trainee
TR_26 Thu Late Trainee
TR_26 Fri Late Trainee
TR_27 Thu Early Trainee
TR_27 Fri Early Trainee
TR_28 Mon Night Trainee
TR_28 Tue Night Trainee
TR_28 Wed Night Trainee
TR_28 Sat Late Trainee
TR_28 Sun Late Trainee
TR_29 Mon Late Trainee
TR_29 Tue Late Trainee
TR_29 Sat Day Trainee
TR_29 Sun Day Trainee
