SOLUTION
0 n120w8

ASSIGNMENTS = 475
HN_0 Mon Late HeadNurse
HN_0 Tue Late HeadNurse
HN_0 Wed Late HeadNurse
HN_0 Sat Early Nurse
HN_0 Sun Early HeadNurse
HN_1 Mon Day HeadNurse
HN_1 Tue Day HeadNurse
HN_1 Wed Day HeadNurse
HN_1 Thu Day HeadNurse
HN_2 Mon Night HeadNurse
HN_2 Tue Night HeadNurse
HN_2 Wed Night HeadNurse
HN_2 Thu Night HeadNurse
HN_2 Fri Night HeadNurse
HN_3 Mon Early HeadNurse
HN_4 Mon Night HeadNurse
HN_4 Tue Night Nurse
HN_4 Wed Night Nurse
HN_4 Sat Day HeadNurse
HN_4 Sun Day HeadNurse
HN_5 Sat Late HeadNurse
HN_5 Sun Late HeadNurse
HN_6 Sat Night Nurse
HN_6 Sun Night HeadNurse
HN_7 Mon Night Nurse
HN_7 Tue Night Nurse
HN_7 Wed Night Nurse
HN_7 Thu Night Nurse
HN_7 Fri Night HeadNurse
HN_8 Mon Late Nurse
HN_8 Tue Late HeadNurse
HN_8 Wed Late HeadNurse
HN_9 Mon Day HeadNurse
HN_9 Tue Day HeadNurse
HN_9 Wed Day HeadNurse
HN_9 Thu Day Nurse
HN_9 Fri Day HeadNurse
HN_10 Wed Early HeadNurse
HN_10 Thu Early HeadNurse
HN_10 Fri Late HeadNurse
HN_10 Sat Late HeadNurse
HN_10 Sun Late HeadNurse
HN_11 Wed Night Nurse
HN_11 Thu Night Nurse
HN_11 Fri Night HeadNurse
HN_11 Sat Night Nurse
HN_11 Sun Night Nurse
HN_12 Mon Early Nurse
HN_12 Tue Early HeadNurse
HN_13 Thu Early Nurse
HN_13 Fri Early HeadNurse
HN_13 Sat Early Nurse
HN_13 Sun Early Nurse
HN_14 Mon Early Nurse
HN_14 Tue Early HeadNurse
HN_14 Fri Late Nurse
HN_14 Sat Late Nurse
HN_14 Sun Late Nurse
HN_15 Wed Day Nurse
HN_15 Thu Day Nurse
HN_15 Fri Day Nurse
HN_16 Wed Late HeadNurse
HN_16 Thu Late HeadNurse
HN_16 Fri Late Nurse
HN_17 Mon Late Nurse
HN_17 Tue Late HeadNurse
HN_17 Fri Day Nurse
HN_17 Sat Day Nurse
HN_17 Sun Day Nurse
HN_18 Tue Late Nurse
HN_18 Wed Late Nurse
HN_18 Thu Late HeadNurse
HN_18 Fri Late Nurse
HN_19 Mon Day Nurse
HN_19 Tue Day HeadNurse
HN_19 Wed Early HeadNurse
HN_19 Thu Early Nurse
HN_19 Fri Early HeadNurse
NU_20 Mon Night Nurse
NU_20 Tue Night Nurse
NU_20 Wed Night Nurse
NU_20 Thu Night Nurse
NU_20 Fri Night Nurse
NU_21 Tue Early Nurse
NU_21 Wed Early Nurse
NU_21 Thu Early Nurse
NU_21 Fri Early Nurse
NU_22 Tue Late Nurse
NU_22 Wed Late Nurse
NU_22 Thu Late Nurse
NU_22 Fri Late Nurse
NU_23 Mon Late Nurse
NU_23 Tue Late Nurse
NU_24 Mon Late Nurse
NU_24 Tue Late Nurse
NU_24 Thu Day Nurse
NU_24 Fri Day Nurse
NU_24 Sat Late Nurse
NU_24 Sun Late Nurse
NU_25 Wed Day Nurse
NU_25 Thu Day Nurse
NU_25 Fri Day Nurse
NU_26 Tue Late Caretaker
NU_26 Wed Late Nurse
NU_26 Thu Late Nurse
NU_26 Fri Late Caretaker
NU_27 Fri Early Nurse
NU_27 Sat Early Caretaker
NU_27 Sun Day Nurse
NU_28 Wed Late Nurse
NU_28 Thu Late Nurse
NU_28 Fri Late Caretaker
NU_29 Mon Day Nurse
NU_29 Tue Day Nurse
NU_29 Wed Day Nurse
NU_29 Sat Day Caretaker
NU_29 Sun Day Caretaker
NU_30 Mon Night Nurse
NU_30 Thu Night Nurse
NU_30 Fri Night Nurse
NU_30 Sat Night Caretaker
NU_30 Sun Night Nurse
NU_31 Mon Day Nurse
NU_31 Tue Day Nurse
NU_31 Wed Late Nurse
NU_31 Thu Late Nurse
NU_31 Fri Late Caretaker
NU_32 Wed Late Caretaker
NU_32 Thu Late Nurse
NU_32 Fri Late Caretaker
NU_33 Mon Early Nurse
NU_33 Tue Early Nurse
NU_33 Wed Early Nurse
NU_33 Thu Early Nurse
NU_33 Fri Early Nurse
NU_34 Tue Early Nurse
NU_34 Wed Early Nurse
NU_34 Thu Early Caretaker
NU_34 Fri Early Nurse
NU_35 Mon Day Nurse
NU_35 Tue Early Nurse
NU_35 Wed Early Nurse
NU_35 Sat Early Caretaker
NU_35 Sun Early Caretaker
NU_36 Mon Night Nurse
NU_36 Tue Night Nurse
NU_36 Wed Night Nurse
NU_36 Thu Night Nurse
NU_36 Fri Night Nurse
NU_37 Mon Early Nurse
NU_37 Tue Early Caretaker
NU_38 Tue Day Nurse
NU_38 Wed Day Nurse
NU_38 Thu Day Caretaker
NU_38 Fri Day Caretaker
NU_39 Fri Day Caretaker
NU_39 Sat Day Caretaker
NU_39 Sun Day Caretaker
NU_40 Mon Night Caretaker
NU_40 Tue Night Nurse
NU_40 Wed Night Nurse
NU_40 Sat Early Caretaker
NU_40 Sun Early Caretaker
NU_41 Mon Night Caretaker
NU_41 Tue Night Caretaker
NU_41 Wed Night Caretaker
NU_41 Thu Night Caretaker
NU_42 Mon Day Caretaker
NU_42 Tue Day Caretaker
NU_42 Wed Late Caretaker
NU_42 Thu Late Nurse
NU_42 Fri Late Caretaker
NU_43 Sat Late Nurse
NU_43 Sun Late Nurse
NU_44 Fri Day Caretaker
NU_44 Sat Day Caretaker
NU_44 Sun Day Caretaker
NU_45 Mon Night Caretaker
NU_45 Thu Night Caretaker
NU_45 Fri Night Nurse
NU_45 Sat Night Caretaker
NU_45 Sun Night Caretaker
NU_46 Tue Early Caretaker
NU_46 Wed Early Caretaker
NU_46 Thu Early Caretaker
NU_47 Mon Night Caretaker
NU_47 Tue Night Caretaker
NU_47 Wed Night Caretaker
NU_47 Thu Night Caretaker
NU_47 Fri Night Caretaker
NU_48 Wed Day Nurse
NU_48 Thu Day Caretaker
NU_48 Fri Day Caretaker
NU_49 Mon Night Caretaker
NU_49 Tue Night Caretaker
NU_49 Wed Night Caretaker
NU_49 Thu Night Caretaker
NU_49 Fri Night Caretaker
CT_50 Mon Night Caretaker
CT_50 Thu Day Caretaker
CT_50 Fri Day Caretaker
CT_50 Sat Early Caretaker
CT_50 Sun Early Caretaker
CT_51 Mon Late Caretaker
CT_51 Tue Late Caretaker
CT_51 Wed Late Caretaker
CT_51 Thu Late Caretaker
CT_52 Mon Night Caretaker
