SOLUTION
2 n060w4

ASSIGNMENTS = 215
HN_0 Mon Early HeadNurse
HN_0 Tue Late HeadNurse
HN_0 Wed Late Nurse
HN_0 Thu Late HeadNurse
HN_1 Mon Day Nurse
HN_1 Tue Day Nurse
HN_1 Fri Night HeadNurse
HN_1 Sat Night HeadNurse
HN_1 Sun Night Nurse
HN_2 Fri Early HeadNurse
HN_2 Sat Early Nurse
HN_2 Sun Early HeadNurse
HN_3 Wed Day HeadNurse
HN_3 Thu Day Nurse
HN_3 Fri Late HeadNurse
HN_3 Sat Late HeadNurse
HN_3 Sun Late HeadNurse
HN_4 Thu Day Nurse
HN_4 Fri Day Nurse
HN_4 Sat Day HeadNurse
HN_4 Sun Day HeadNurse
HN_5 Mon Night HeadNurse
HN_5 Tue Night Nurse
HN_5 Wed Night Nurse
HN_6 Mon Day Nurse
HN_6 Tue Day Nurse
HN_6 Wed Day Nurse
HN_6 Thu Day Nurse
NU_7 Mon Early Nurse
NU_7 Tue Early Nurse
NU_7 Wed Early Nurse
NU_7 Thu Early Nurse
NU_7 Fri Early Nurse
NU_8 Tue Day Nurse
NU_8 Wed Day Caretaker
NU_8 Thu Day Caretaker
NU_8 Fri Day Nurse
NU_9 Tue Late Nurse
NU_9 Wed Late Caretaker
NU_9 Thu Late Nurse
NU_9 Fri Night Nurse
NU_9 Sat Night Nurse
NU_9 Sun Night Caretaker
NU_10 Wed Early Nurse
NU_10 Thu Early Nurse
NU_10 Fri Early Nurse
NU_11 Thu Early Caretaker
NU_11 Fri Early Nurse
NU_11 Sat Late Nurse
NU_11 Sun Late Nurse
NU_12 Tue Early Nurse
NU_12 Wed Early Nurse
NU_12 Thu Early Caretaker
NU_12 Fri Early Caretaker
NU_13 Mon Day Caretaker
NU_13 Tue Day Caretaker
NU_13 Wed Day Caretaker
NU_13 Thu Day Caretaker
NU_13 Fri Day Nurse
NU_14 Tue Late Nurse
NU_14 Wed Late Caretaker
NU_14 Thu Late Nurse
NU_14 Fri Late Nurse
NU_15 Mon Late Nurse
NU_16 Tue Early Nurse
NU_16 Wed Early Caretaker
NU_16 Thu Late Nurse
NU_16 Fri Late Nurse
NU_17 Mon Early Nurse
NU_17 Tue Early Caretaker
NU_17 Wed Early Caretaker
NU_17 Thu Early Caretaker
NU_17 Fri Early Caretaker
NU_18 Mon Day Caretaker
NU_18 Tue Day Caretaker
NU_18 Wed Late Caretaker
NU_18 Thu Late Nurse
NU_18 Fri Late Nurse
NU_19 Mon Night Nurse
NU_19 Tue Night Nurse
NU_19 Wed Night Nurse
NU_19 Thu Night Nurse
NU_21 Fri Early Caretaker
NU_21 Sat Early Caretaker
NU_21 Sun Early Nurse
NU_22 Mon Late Nurse
NU_22 Tue Late Caretaker
NU_24 Mon Day Caretaker
NU_24 Tue Day Caretaker
NU_25 Mon Night Nurse
NU_26 Fri Early Caretaker
NU_26 Sat Early Caretaker
NU_26 Sun Early Caretaker
NU_27 Mon Late Caretaker
NU_27 Tue Late Caretaker
NU_27 Wed Late Caretaker
NU_27 Thu Late Caretaker
NU_27 Fri Late Caretaker
NU_28 Mon Night Caretaker
NU_28 Tue Night Nurse
NU_28 Wed Night Caretaker
NU_28 Sat Day Nurse
NU_28 Sun Day Nurse
NU_29 Mon Day Caretaker
NU_29 Tue Day Caretaker
NU_29 Fri Day Caretaker
NU_29 Sat Day Nurse
NU_29 Sun Day Caretaker
NU_30 Fri Early Caretaker
NU_30 Sat Early Caretaker
NU_30 Sun Early Caretaker
NU_31 Mon Night Caretaker
NU_31 Tue Night Caretaker
NU_31 Wed Night Caretaker
NU_31 Sat Late Caretaker
NU_31 Sun Late Caretaker
NU_32 Tue Night Caretaker
NU_32 Wed Night Caretaker
NU_32 Thu Night Nurse
NU_32 Fri Night Nurse
NU_33 Tue Night Caretaker
NU_33 Wed Night Caretaker
NU_33 Thu Night Caretaker
NU_33 Fri Night Nurse
NU_34 Thu Early Caretaker
NU_34 Fri Early Caretaker
NU_34 Sat Day Caretaker
NU_34 Sun Day Caretaker
NU_35 Mon Early Nurse
NU_35 Tue Early Caretaker
NU_35 Wed Early Caretaker
NU_35 Thu Day Caretaker
NU_35 Fri Day Caretaker
NU_36 Tue Late Caretaker
NU_36 Wed Late Caretaker
NU_36 Thu Late Caretaker
NU_36 Fri Late Caretaker
CT_37 Mon Night Caretaker
CT_38 Fri Late Caretaker
CT_38 Sat Late Caretaker
CT_38 Sun Night Caretaker
CT_39 Mon Early Caretaker
CT_39 Tue Early Caretaker
CT_39 Wed Early Caretaker
CT_39 Thu Day Caretaker
CT_39 Fri Day Caretaker
CT_40 Thu Night Caretaker
CT_40 Fri Night Caretaker
CT_40 Sat Night Caretaker
CT_40 Sun Night Caretaker
CT_41 Wed Day Caretaker
CT_41 Thu Day Caretaker
CT_41 Fri Day Caretaker
CT_42 Mon Early Caretaker
CT_42 Tue Early Caretaker
CT_42 Wed Early Caretaker
CT_42 Thu Late Caretaker
CT_42 Fri Late Caretaker
CT_43 Tue Night Caretaker
CT_43 Wed Night Caretaker
CT_43 Thu Night Caretaker
CT_43 Fri Night Caretaker
CT_44 Mon Late Caretaker
CT_44 Tue Late Caretaker
CT_44 Fri Night Caretaker
CT_44 Sat Night Caretaker
CT_44 Sun Night Caretaker
CT_45 Mon Early Caretaker
CT_45 Tue Early Caretaker
CT_45 Wed Early Caretaker
CT_45 Sat Day Caretaker
CT_45 Sun Day Caretaker
CT_46 Mon Late Caretaker
CT_46 Tue Late Caretaker
CT_47 Mon Early Caretaker
CT_47 Tue Early Caretaker
CT_47 Wed Early Caretaker
CT_47 Thu Late Caretaker
CT_47 Fri Late Caretaker
CT_48 Mon Night Caretaker
CT_49 Mon Day Caretaker
CT_49 Tue Day Caretaker
CT_50 Mon Day Caretaker
CT_50 Tue Day Caretaker
CT_51 Mon Night Caretaker
CT_51 Tue Night Caretaker
CT_51 Wed Night Caretaker
CT_51 Thu Night Caretaker
CT_51 Fri Night Caretaker
TR_52 Wed Late Trainee
TR_52 Thu Late Trainee
TR_52 Fri Late Trainee
TR_53 Mon Day Trainee
TR_53 Tue Day Trainee
TR_53 Wed Day Trainee
TR_54 Sat Late Trainee
TR_54 Sun Late Trainee
TR_55 Mon Early Trainee
TR_55 Tue Early Trainee
TR_55 Wed Early Trainee
TR_55 Thu Early Trainee
TR_55 Fri Early Trainee
TR_55 Sat Early Trainee
TR_55 Sun Early Trainee
TR_57 Thu Night Trainee
TR_57 Fri Night Trainee
TR_57 Sat Night Trainee
TR_57 Sun Night Trainee
TR_58 Mon Early Trainee
TR_58 Tue Late Trainee
TR_58 Wed Late Trainee
TR_59 Mon Night Trainee
TR_59 Tue Night Trainee
TR_59 Wed Night Trainee
TR_59 Thu Night Trainee
