SOLUTION
3 n050w4

ASSIGNMENTS = 201
HN_0 Mon Early Nurse
HN_0 Tue Early Nurse
HN_0 Wed Early HeadNurse
HN_0 Thu Day HeadNurse
HN_0 Fri Day Nurse
HN_1 Mon Late HeadNurse
HN_1 Tue Late Nurse
HN_1 Fri Early HeadNurse
HN_1 Sat Early Nurse
HN_1 Sun Day HeadNurse
HN_2 Mon Day Nurse
HN_2 Tue Early Nurse
HN_3 Mon Late Nurse
HN_3 Sat Late Nurse
HN_3 Sun Late HeadNurse
HN_4 Mon Night Nurse
HN_4 Tue Night HeadNurse
HN_4 Wed Night HeadNurse
HN_4 Thu Night Nurse
HN_4 Fri Night Nurse
HN_5 Mon Late Nurse
HN_5 Tue Late Nurse
HN_5 Wed Late HeadNurse
NU_6 Mon Night Nurse
NU_6 Tue Night Nurse
NU_6 Fri Day Nurse
NU_6 Sat Day Nurse
NU_6 Sun Day Nurse
NU_7 Wed Day Nurse
NU_7 Thu Day Nurse
NU_7 Fri Day Caretaker
NU_8 Mon Night Nurse
NU_8 Tue Night Nurse
NU_8 Wed Night Nurse
NU_8 Thu Night Nurse
NU_9 Mon Late Nurse
NU_9 Tue Late Caretaker
NU_9 Wed Late Nurse
NU_9 Sat Night Nurse
NU_9 Sun Night Nurse
NU_10 Mon Night Caretaker
NU_10 Tue Night Nurse
NU_10 Wed Night Nurse
NU_10 Thu Night Caretaker
NU_10 Fri Night Nurse
NU_11 Mon Day Nurse
NU_11 Tue Day Nurse
NU_11 Wed Day Nurse
NU_11 Sat Late Nurse
NU_11 Sun Late Nurse
NU_12 Mon Day Caretaker
NU_12 Tue Day Nurse
NU_12 Wed Late Nurse
NU_12 Thu Late Nurse
NU_12 Fri Late Nurse
NU_13 Tue Early Caretaker
NU_13 Wed Early Nurse
NU_13 Thu Early Nurse
NU_14 Thu Night Caretaker
NU_14 Fri Night Caretaker
NU_14 Sat Night Caretaker
NU_14 Sun Night Caretaker
NU_15 Wed Late Nurse
NU_15 Thu Late Nurse
NU_15 Fri Late Nurse
NU_16 Wed Early Nurse
NU_16 Thu Early Caretaker
NU_16 Fri Early Nurse
NU_17 Mon Late Caretaker
NU_17 Fri Early Nurse
NU_17 Sat Early Nurse
NU_17 Sun Day Caretaker
NU_18 Mon Late Caretaker
NU_18 Tue Late Caretaker
