SOLUTION
1 n100w4

ASSIGNMENTS = 325
HN_0 Wed Day HeadNurse
HN_0 Thu Day HeadNurse
HN_0 Fri Day HeadNurse
HN_1 Thu Late HeadNurse
HN_1 Fri Late HeadNurse
HN_1 Sat Late HeadNurse
HN_1 Sun Late HeadNurse
HN_2 Mon Late Nurse
HN_2 Tue Late HeadNurse
HN_2 Wed Late HeadNurse
HN_2 Thu Late Nurse
HN_3 Mon Late Nurse
HN_4 Mon Day HeadNurse
HN_4 Tue Day HeadNurse
HN_4 Fri Night HeadNurse
HN_4 Sat Night HeadNurse
HN_4 Sun Night HeadNurse
HN_5 Mon Night HeadNurse
HN_6 Tue Day Nurse
HN_6 Wed Day Nurse
HN_6 Thu Day Nurse
HN_6 Fri Day Nurse
HN_7 Mon Night Nurse
HN_7 Tue Night HeadNurse
HN_7 Wed Night HeadNurse
HN_7 Thu Night Nurse
HN_8 Wed Early HeadNurse
HN_8 Thu Early Nurse
HN_8 Fri Early HeadNurse
HN_9 Mon Late Nurse
HN_9 Tue Late Nurse
HN_9 Wed Late Nurse
HN_9 Sat Day HeadNurse
HN_9 Sun Day HeadNurse
HN_10 Tue Late Nurse
HN_10 Wed Late Nurse
HN_12 Sat Early Nurse
HN_12 Sun Early HeadNurse
HN_13 Sat Day Nurse
HN_13 Sun Day Nurse
HN_14 Mon Night Nurse
HN_14 Tue Night Nurse
HN_14 Fri Night Nurse
HN_14 Sat Night Nurse
HN_14 Sun Night Nurse
HN_15 Mon Early HeadNurse
HN_15 Tue Early HeadNurse
HN_15 Wed Day Nurse
HN_15 Thu Day Nurse
HN_15 Fri Day Nurse
NU_16 Fri Early Nurse
NU_16 Sat Early Caretaker
NU_16 Sun Early Nurse
NU_17 Mon Night Caretaker
NU_17 Tue Night Nurse
NU_17 Wed Night Nurse
NU_17 Thu Night Nurse
NU_18 Mon Day Nurse
NU_18 Tue Day Nurse
NU_18 Fri Late Nurse
NU_18 Sat Late Nurse
NU_18 Sun Late Nurse
NU_19 Mon Early Nurse
NU_19 Tue Early Nurse
NU_20 Mon Day Nurse
NU_20 Tue Day Nurse
NU_20 Wed Late Caretaker
NU_20 Thu Late Nurse
NU_20 Fri Late Nurse
NU_21 Mon Night Caretaker
NU_21 Tue Night Caretaker
NU_21 Wed Night Nurse
NU_21 Thu Night Nurse
NU_21 Fri Night Nurse
NU_22 Sat Early Caretaker
NU_22 Sun Early Caretaker
NU_23 Thu Early Nurse
NU_23 Fri Early Nurse
NU_25 Wed Early Nurse
NU_25 Thu Early Caretaker
NU_25 Fri Early Nurse
NU_25 Sat Late Caretaker
NU_25 Sun Late Caretaker
NU_26 Tue Early Nurse
NU_26 Wed Early Nurse
NU_26 Thu Late Nurse
NU_26 Fri Late Caretaker
NU_28 Mon Late Caretaker
NU_30 Mon Late Caretaker
NU_30 Tue Late Nurse
NU_30 Wed Late Caretaker
NU_30 Thu Late Caretaker
NU_30 Fri Late Caretaker
NU_31 Mon Early Nurse
NU_31 Tue Early Caretaker
NU_31 Wed Day Nurse
NU_31 Thu Day Nurse
NU_31 Fri Day Nurse
NU_32 Mon Early Caretaker
NU_32 Tue Early Caretaker
NU_32 Wed Early Nurse
NU_33 Tue Night Caretaker
NU_33 Wed Night Nurse
NU_33 Thu Night Caretaker
NU_33 Fri Night Caretaker
NU_34 Mon Day Nurse
NU_34 Tue Day Caretaker
NU_34 Wed Day Caretaker
CT_35 Mon Night Caretaker
CT_35 Tue Night Caretaker
CT_35 Wed Night Caretaker
CT_35 Thu Night Caretaker
CT_35 Fri Night Caretaker
CT_36 Thu Early Caretaker
CT_36 Fri Early Caretaker
CT_36 Sat Day Caretaker
CT_36 Sun Day Caretaker
CT_37 Mon Early Caretaker
CT_37 Tue Early Caretaker
CT_37 Wed Day Caretaker
CT_37 Thu Day Caretaker
CT_37 Fri Day Caretaker
CT_38 Mon Late Caretaker
CT_38 Thu Late Caretaker
CT_38 Fri Late Caretaker
CT_38 Sat Late Caretaker
CT_38 Sun Late Caretaker
CT_39 Mon Night Caretaker
CT_39 Tue Night Caretaker
CT_39 Wed Night Caretaker
CT_39 Thu Night Caretaker
CT_40 Mon Early Caretaker
CT_40 Tue Early Caretaker
CT_40 Wed Early Caretaker
CT_40 Thu Late Caretaker
CT_40 Fri Late Caretaker
CT_41 Mon Day Caretaker
CT_41 Tue Day Caretaker
CT_41 Sat Day Caretaker
CT_41 Sun Day Caretaker
CT_42 Mon Day Caretaker
CT_42 Tue Day Caretaker
CT_42 Wed Day Caretaker
CT_42 Thu Early Caretaker
CT_42 Fri Early Caretaker
CT_43 Wed Day Caretaker
CT_43 Thu Day Caretaker
