SOLUTION
1 n100w4

ASSIGNMENTS = 326
HN_0 Mon Late Nurse
HN_0 Tue Late HeadNurse
HN_0 Wed Late HeadNurse
HN_1 Tue Day HeadNurse
HN_1 Wed Day HeadNurse
HN_1 Thu Day HeadNurse
HN_2 Tue Night HeadNurse
HN_2 Wed Night HeadNurse
HN_2 Thu Night Nurse
HN_2 Fri Night HeadNurse
HN_4 Mon Early HeadNurse
HN_4 Tue Early HeadNurse
HN_4 Fri Night Nurse
HN_4 Sat Night HeadNurse
HN_4 Sun Night HeadNurse
HN_5 Sat Late HeadNurse
HN_5 Sun Late HeadNurse
HN_6 Fri Early HeadNurse
HN_6 Sat Early Nurse
HN_6 Sun Day HeadNurse
HN_7 Wed Early HeadNurse
HN_7 Thu Early Nurse
HN_7 Fri Early Nurse
HN_8 Mon Early Nurse
HN_8 Tue Early Nurse
HN_8 Wed Day Nurse
HN_8 Thu Day Nurse
HN_9 Mon Day HeadNurse
HN_9 Tue Day Nurse
HN_9 Wed Early Nurse
HN_9 Thu Early Nurse
HN_9 Fri Early Nurse
HN_10 Mon Late Nurse
HN_10 Tue Late Nurse
HN_10 Wed Late Nurse
HN_11 Mon Late Nurse
HN_11 Tue Late Nurse
HN_12 Sat Early Nurse
HN_12 Sun Early HeadNurse
HN_13 Tue Late Nurse
HN_13 Wed Late Nurse
HN_13 Thu Late HeadNurse
HN_14 Mon Night HeadNurse
HN_14 Thu Day Nurse
HN_14 Fri Day HeadNurse
HN_14 Sat Day HeadNurse
HN_14 Sun Early Nurse
HN_15 Mon Day Nurse
HN_15 Tue Day Nurse
HN_15 Wed Day Nurse
HN_15 Thu Late Nurse
HN_15 Fri Late HeadNurse
NU_16 Tue Early Nurse
NU_16 Wed Early Nurse
NU_16 Thu Late Nurse
NU_16 Fri Late Nurse
NU_17 Wed Night Nurse
NU_17 Thu Night Nurse
NU_17 Fri Night Nurse
NU_17 Sat Night Nurse
NU_17 Sun Night Nurse
NU_18 Mon Night Nurse
NU_18 Tue Night Nurse
NU_18 Wed Night Nurse
NU_18 Thu Night Nurse
NU_18 Fri Night Caretaker
NU_19 Mon Day Nurse
NU_19 Tue Day Nurse
NU_20 Mon Day Nurse
NU_20 Tue Day Caretaker
NU_20 Wed Day Nurse
NU_20 Sat Night Caretaker
NU_20 Sun Night Caretaker
NU_21 Wed Day Caretaker
NU_21 Thu Day Nurse
NU_21 Fri Day Nurse
NU_22 Sat Day Nurse
NU_22 Sun Day Nurse
NU_23 Sat Late Nurse
NU_23 Sun Late Nurse
