SOLUTION
7 n100w8

ASSIGNMENTS = 317
HN_0 Sat Late HeadNurse
HN_0 Sun Late Nurse
HN_1 Wed Day HeadNurse
HN_1 Thu Day HeadNurse
HN_1 Fri Day HeadNurse
HN_2 Mon Day Nurse
HN_2 Tue Early HeadNurse
HN_2 Wed Early HeadNurse
HN_4 Mon Late HeadNurse
HN_4 Tue Late Nurse
HN_4 Wed Late Nurse
HN_4 Sat Day Nurse
HN_4 Sun Day HeadNurse
HN_5 Mon Late Nurse
HN_6 Mon Night HeadNurse
HN_6 Tue Night Nurse
HN_6 Wed Night Nurse
HN_6 Thu Night HeadNurse
HN_7 Wed Late Nurse
HN_7 Thu Late Nurse
HN_7 Fri Late HeadNurse
HN_8 Mon Early HeadNurse
HN_8 Tue Early HeadNurse
HN_8 Wed Early HeadNurse
HN_9 Mon Night HeadNurse
HN_9 Tue Night Nurse
HN_9 Wed Night Nurse
HN_9 Thu Night Nurse
HN_9 Fri Night HeadNurse
HN_10 Sat Early HeadNurse
HN_10 Sun Early Nurse
HN_12 Thu Day HeadNurse
HN_12 Fri Day Nurse
HN_13 Wed Late Nurse
HN_13 Thu Late Nurse
HN_13 Fri Late Nurse
HN_14 Mon Day Nurse
HN_14 Tue Day HeadNurse
HN_14 Fri Night HeadNurse
HN_14 Sat Night HeadNurse
HN_14 Sun Night HeadNurse
HN_15 Tue Early Nurse
HN_15 Wed Early Nurse
HN_15 Thu Early Nurse
NU_16 Fri Night Nurse
NU_16 Sat Night Nurse
NU_16 Sun Night Nurse
NU_17 Tue Early Nurse
NU_17 Wed Early Nurse
NU_17 Thu Day Nurse
NU_17 Fri Day Nurse
NU_18 Mon Late Nurse
NU_18 Tue Late Nurse
NU_18 Wed Late Caretaker
NU_18 Sat Late Nurse
NU_18 Sun Late Caretaker
NU_19 Thu Day Nurse
NU_19 Fri Day Nurse
NU_20 Mon Night Nurse
NU_20 Tue Night Nurse
NU_20 Wed Night Nurse
NU_20 Thu Night Nurse
NU_20 Fri Night Nurse
NU_21 Mon Late Nurse
NU_21 Tue Late Nurse
NU_21 Wed Late Caretaker
NU_21 Sat Day Caretaker
NU_21 Sun Day Nurse
NU_22 Mon Early Nurse
NU_22 Tue Early Caretaker
NU_23 Thu Early Nurse
NU_23 Fri Early Nurse
NU_24 Sat Early Nurse
NU_24 Sun Early Nurse
NU_25 Tue Late Caretaker
NU_25 Wed Late Caretaker
NU_25 Thu Late Caretaker
NU_25 Fri Late Nurse
NU_26 Mon Early Nurse
NU_26 Tue Early Caretaker
NU_26 Wed Early Caretaker
NU_26 Thu Early Nurse
NU_27 Mon Night Nurse
NU_27 Tue Night Caretaker
NU_27 Wed Night Caretaker
NU_27 Thu Night Nurse
NU_27 Fri Night Caretaker
NU_28 Mon Day Nurse
NU_28 Tue Day Nurse
NU_28 Wed Day Nurse
NU_29 Thu Early Caretaker
NU_29 Fri Early Caretaker
NU_30 Wed Late Caretaker
NU_30 Thu Late Caretaker
NU_30 Fri Late Nurse
NU_31 Wed Late Caretaker
NU_31 Thu Late Caretaker
NU_31 Fri Late Caretaker
NU_32 Mon Night Nurse
NU_32 Tue Night Caretaker
NU_32 Wed Night Caretaker
