SOLUTION
1 n030w4

ASSIGNMENTS = 121
HN_0 Mon Late Caretaker
HN_0 Thu Night Caretaker
HN_0 Fri Night Caretaker
HN_0 Sat Night Caretaker
HN_0 Sun Night Caretaker
HN_1 Mon Day HeadNurse
HN_1 Tue Day Nurse
HN_1 Wed Day HeadNurse
HN_1 Thu Day HeadNurse
HN_2 Tue Night HeadNurse
HN_2 Wed Night Nurse
HN_2 Thu Night Nurse
HN_3 Wed Early HeadNurse
HN_3 Thu Early Nurse
HN_3 Fri Early HeadNurse
NU_4 Thu Night Caretaker
NU_4 Fri Night Nurse
NU_4 Sat Night Nurse
NU_4 Sun Night Nurse
NU_5 Thu Early Nurse
NU_5 Fri Early Nurse
NU_6 Wed Day Nurse
NU_6 Thu Day Nurse
NU_6 Fri Day Nurse
NU_6 Sat Late Nurse
NU_6 Sun Late Nurse
NU_7 Wed Late Nurse
NU_7 Thu Late Nurse
NU_7 Fri Late Nurse
NU_8 Mon Night Nurse
NU_8 Tue Night Nurse
NU_8 Wed Night Caretaker
NU_8 Thu Night Caretaker
NU_8 Fri Night Nurse
NU_9 Mon Night Caretaker
NU_9 Thu Day Caretaker
NU_9 Fri Day Caretaker
NU_10 Mon Late Nurse
NU_10 Tue Late Nurse
NU_10 Wed Late Caretaker
NU_10 Sat Day Nurse
NU_10 Sun Day Nurse
NU_11 Wed Early Nurse
NU_11 Thu Early Caretaker
NU_11 Fri Early Nurse
NU_11 Sat Early Nurse
NU_11 Sun Early Nurse
NU_12 Mon Early Nurse
NU_12 Tue Early Nurse
NU_12 Wed Early Caretaker
NU_12 Sat Early Caretaker
NU_12 Sun Early Caretaker
NU_13 Mon Early Caretaker
NU_13 Tue Early Caretaker
NU_14 Mon Late Caretaker
NU_14 Tue Late Caretaker
NU_14 Fri Early Caretaker
NU_14 Sat Early Caretaker
NU_14 Sun Late Caretaker
NU_15 Mon Day Nurse
NU_15 Thu Early Caretaker
NU_15 Fri Early Caretaker
NU_15 Sat Day Nurse
NU_15 Sun Day Caretaker
NU_16 Mon Early Caretaker
NU_16 Tue Early Caretaker
CT_17 Mon Early Caretaker
CT_17 Tue Early Caretaker
CT_17 Wed Day Caretaker
CT_17 Thu Day Caretaker
CT_17 Fri Day Caretaker
CT_18 Tue Late Caretaker
CT_18 Wed Late Caretaker
CT_18 Thu Late Caretaker
CT_19 Mon Day Caretaker
CT_19 Tue Day Caretaker
CT_19 Wed Day Caretaker
CT_19 Thu Late Caretaker
CT_19 Fri Late Caretaker
CT_20 Tue Late Caretaker
CT_20 Wed Late Caretaker
CT_20 Thu Late Caretaker
CT_21 Tue Early Caretaker
CT_21 Wed Early Caretaker
CT_21 Thu Early Caretaker
CT_22 Mon Night Caretaker
CT_22 Tue Night Caretaker
CT_22 Wed Night Caretaker
CT_22 Sat Night Caretaker
CT_22 Sun Night Caretaker
CT_23 Wed Day Caretaker
CT_23 Thu Day Caretaker
CT_23 Fri Day Caretaker
CT_23 Sat Late Caretaker
CT_23 Sun Late Caretaker
CT_24 Mon Day Caretaker
CT_24 Tue Day Caretaker
CT_24 Wed Day Caretaker
CT_24 Thu Late Caretaker
CT_24 Fri Late Caretaker
TR_25 Mon Day Trainee
TR_25 Tue Late Trainee
TR_25 Wed Late Trainee
TR_25 Sat Day Trainee
TR_25 Sun Day Trainee
TR_26 Mon Night Trainee
TR_26 Tue Night Trainee
TR_26 Fri Early Trainee
TR_26 Sat Early Trainee
TR_26 Sun Early Trainee
TR_27 Thu Late Trainee
TR_27 Fri Late Trainee
TR_28 Wed Night Trainee
TR_28 Thu Night Trainee
TR_28 Fri Night Trainee
TR_28 Sat Night Trainee
TR_28 Sun Night Trainee
TR_29 Tue Early Trainee
TR_29 Wed Early Trainee
TR_29 Sat Late Trainee
TR_29 Sun Late Trainee
