SOLUTION
0 n030w4

ASSIGNMENTS = 129
HN_0 Wed Early Caretaker
HN_0 Thu Early Caretaker
HN_0 Fri Early Nurse
HN_1 Mon Early HeadNurse
HN_1 Tue Early HeadNurse
HN_1 Wed Day Nurse
HN_1 Thu Day Nurse
HN_2 Tue Early Nurse
HN_2 Wed Early HeadNurse
HN_2 Thu Late HeadNurse
HN_2 Fri Late Nurse
HN_3 Mon Night HeadNurse
HN_3 Tue Night Nurse
HN_3 Fri Day HeadNurse
HN_3 Sat Day Nurse
HN_3 Sun Late Nurse
NU_4 Mon Early Caretaker
NU_4 Thu Day Caretaker
NU_4 Fri Day Nurse
NU_5 Mon Day Caretaker
NU_5 Tue Day Caretaker
NU_5 Fri Early Caretaker
NU_5 Sat Early Nurse
NU_5 Sun Early Nurse
NU_6 Tue Early Caretaker
NU_6 Wed Early Nurse
NU_6 Thu Early Caretaker
NU_6 Fri Early Caretaker
NU_7 Mon Late Caretaker
NU_7 Tue Late Caretaker
NU_7 Fri Night Nurse
NU_7 Sat Night Nurse
NU_7 Sun Night Nurse
NU_8 Mon Night Caretaker
NU_8 Tue Night Caretaker
NU_8 Wed Night Nurse
NU_8 Thu Night Nurse
NU_8 Fri Night Caretaker
NU_9 Mon Late Caretaker
NU_9 Thu Early Nurse
NU_9 Fri Early Caretaker
NU_10 Mon Late Nurse
NU_10 Tue Late Nurse
NU_10 Wed Late Nurse
NU_10 Sat Early Nurse
NU_10 Sun Early Caretaker
NU_11 Wed Early Nurse
NU_11 Thu Early Nurse
NU_11 Fri Day Caretaker
NU_11 Sat Day Caretaker
NU_11 Sun Day Caretaker
NU_12 Mon Night Caretaker
NU_12 Tue Night Caretaker
NU_12 Wed Night Caretaker
NU_12 Thu Night Caretaker
NU_12 Fri Night Caretaker
NU_13 Mon Late Caretaker
NU_13 Thu Day Caretaker
NU_13 Fri Day Caretaker
NU_14 Mon Night Nurse
NU_14 Tue Night Caretaker
NU_14 Fri Day Nurse
NU_14 Sat Day Caretaker
NU_14 Sun Day Nurse
NU_15 Mon Early Nurse
NU_15 Thu Late Nurse
NU_15 Fri Late Caretaker
NU_15 Sat Late Nurse
NU_15 Sun Late Nurse
NU_16 Mon Day Nurse
NU_16 Tue Day Nurse
NU_16 Wed Late Nurse
NU_16 Thu Late Nurse
CT_17 Mon Late Caretaker
CT_17 Tue Late Caretaker
CT_17 Wed Late Caretaker
CT_17 Sat Late Caretaker
CT_17 Sun Late Caretaker
CT_18 Tue Late Caretaker
CT_18 Wed Late Caretaker
CT_18 Thu Late Caretaker
CT_19 Mon Night Caretaker
CT_19 Tue Night Caretaker
CT_19 Wed Night Caretaker
CT_19 Thu Night Caretaker
CT_19 Fri Night Caretaker
CT_20 Tue Day Caretaker
CT_20 Wed Day Caretaker
CT_20 Thu Day Caretaker
CT_20 Fri Day Caretaker
CT_21 Mon Day Caretaker
CT_21 Tue Day Caretaker
CT_21 Wed Day Caretaker
CT_21 Sat Late Caretaker
CT_21 Sun Late Caretaker
CT_22 Mon Early Caretaker
CT_22 Tue Early Caretaker
CT_22 Wed Early Caretaker
CT_22 Thu Late Caretaker
CT_22 Fri Late Caretaker
CT_23 Wed Early Caretaker
CT_23 Thu Early Caretaker
CT_23 Fri Night Caretaker
CT_23 Sat Night Caretaker
CT_23 Sun Night Caretaker
CT_24 Mon Early Caretaker
CT_24 Tue Early Caretaker
CT_24 Wed Late Caretaker
CT_24 Thu Late Caretaker
CT_24 Fri Late Caretaker
TR_25 Mon Early Trainee
TR_25 Tue Early Trainee
TR_25 Wed Early Trainee
TR_25 Sat Early Trainee
TR_25 Sun Early Trainee
TR_26 Mon Late Trainee
TR_26 Tue Late Trainee
TR_26 Fri Late Trainee
TR_26 Sat Late Trainee
TR_26 Sun Night Trainee
TR_27 Wed Late Trainee
TR_27 Thu Late Trainee
TR_28 Tue Night Trainee
TR_28 Wed Night Trainee
TR_28 Thu Night Trainee
TR_28 Sat Day Trainee
TR_28 Sun Day Trainee
TR_29 Thu Day Trainee
TR_29 Fri Day Trainee
