SOLUTION
1 n030w4

ASSIGNMENTS = 123
HN_0 Mon Early Nurse
HN_0 Tue Early Caretaker
HN_0 Wed Early HeadNurse
HN_0 Thu Day HeadNurse
HN_0 Fri Day Caretaker
HN_1 Mon Late HeadNurse
HN_1 Tue Late Nurse
HN_1 Fri Late Nurse
HN_1 Sat Late HeadNurse
HN_1 Sun Late Nurse
HN_2 Mon Night Nurse
HN_2 Tue Night Nurse
HN_2 Wed Night HeadNurse
HN_2 Thu Night Nurse
HN_3 Mon Late Nurse
HN_3 Sat Night Nurse
HN_3 Sun Night HeadNurse
NU_4 Tue Day Caretaker
NU_4 Wed Day Caretaker
NU_4 Thu Day Caretaker
NU_5 Thu Day Nurse
NU_5 Fri Day Nurse
NU_6 Mon Late Caretaker
NU_6 Tue Late Caretaker
NU_6 Wed Late Caretaker
NU_6 Thu Late Caretaker
NU_6 Fri Late Caretaker
NU_7 Mon Night Caretaker
NU_7 Thu Late Nurse
NU_7 Fri Late Caretaker
NU_7 Sat Late Nurse
NU_7 Sun Late Nurse
NU_8 Mon Day Caretaker
NU_8 Tue Day Caretaker
NU_8 Wed Night Nurse
NU_8 Thu Night Caretaker
NU_8 Fri Night Nurse
NU_9 Mon Late Caretaker
NU_9 Tue Late Nurse
NU_9 Sat Day Nurse
NU_9 Sun Day Nurse
NU_10 Mon Early Nurse
NU_10 Thu Early Nurse
NU_10 Fri Early Nurse
NU_10 Sat Early Nurse
NU_10 Sun Early Nurse
NU_11 Wed Day Caretaker
NU_11 Thu Day Caretaker
NU_11 Fri Day Caretaker
NU_12 Mon Day Caretaker
NU_12 Tue Day Caretaker
NU_12 Wed Late Nurse
NU_12 Thu Late Caretaker
NU_13 Mon Day Nurse
NU_13 Tue Day Nurse
NU_13 Wed Day Nurse
NU_13 Thu Day Nurse
NU_14 Wed Early Nurse
NU_14 Thu Early Caretaker
NU_14 Fri Early Caretaker
NU_15 Mon Late Nurse
NU_15 Thu Night Caretaker
NU_15 Fri Night Caretaker
NU_15 Sat Night Caretaker
NU_15 Sun Night Nurse
NU_16 Mon Early Caretaker
NU_16 Tue Early Nurse
NU_16 Wed Day Caretaker
NU_16 Thu Day Caretaker
CT_17 Mon Night Caretaker
CT_17 Tue Night Caretaker
CT_17 Wed Night Caretaker
CT_17 Fri Early Caretaker
CT_17 Sat Early Caretaker
CT_17 Sun Night Caretaker
CT_18 Mon Day Caretaker
CT_18 Tue Day Caretaker
CT_18 Sat Day Caretaker
CT_18 Sun Day Caretaker
CT_19 Mon Night Caretaker
CT_19 Tue Night Caretaker
CT_19 Wed Night Caretaker
CT_19 Sat Late Caretaker
CT_19 Sun Late Caretaker
CT_20 Mon Early Caretaker
CT_20 Tue Early Caretaker
CT_20 Wed Early Caretaker
CT_20 Thu Early Caretaker
CT_21 Mon Late Caretaker
CT_21 Tue Late Caretaker
CT_22 Mon Night Caretaker
CT_22 Tue Night Caretaker
CT_22 Wed Night Caretaker
CT_22 Sat Early Caretaker
CT_22 Sun Early Caretaker
CT_23 Wed Night Caretaker
CT_23 Thu Night Caretaker
CT_23 Fri Night Caretaker
CT_24 Mon Late Caretaker
CT_24 Tue Late Caretaker
CT_24 Wed Late Caretaker
CT_24 Thu Late Caretaker
CT_24 Fri Late Caretaker
TR_25 Mon Early Trainee
TR_25 Tue Early Trainee
TR_25 Sat Day Trainee
TR_25 Sun Day Trainee
TR_26 Mon Night Trainee
TR_26 Fri Early Trainee
TR_26 Sat Early Trainee
TR_26 Sun Early Trainee
TR_27 Wed Day Trainee
TR_27 Thu Day Trainee
TR_27 Fri Day Trainee
TR_28 Mon Day Trainee
TR_28 Thu Late Trainee
TR_28 Fri Late Trainee
TR_28 Sat Late Trainee
TR_28 Sun Late Trainee
TR_29 Thu Night Trainee
TR_29 Fri Night Trainee
TR_29 Sat Night Trainee
TR_29 Sun Night Trainee
