SOLUTION
3 n060w4

ASSIGNMENTS = 224
HN_0 Fri Late HeadNurse
HN_0 Sat Late HeadNurse
HN_0 Sun Late Nurse
HN_1 Mon Night HeadNurse
HN_1 Tue Night Nurse
HN_1 Wed Night HeadNurse
HN_1 Thu Night HeadNurse
HN_1 Fri Night HeadNurse
HN_2 Mon Early Nurse
HN_3 Thu Early HeadNurse
HN_3 Fri Early Nurse
HN_3 Sat Day Nurse
HN_3 Sun Day HeadNurse
HN_4 Tue Early HeadNurse
HN_4 Wed Early HeadNurse
HN_4 Thu Night Nurse
HN_4 Fri Night Nurse
HN_4 Sat Night HeadNurse
HN_4 Sun Night HeadNurse
HN_5 Mon Day HeadNurse
HN_5 Tue Day Nurse
HN_5 Wed Late HeadNurse
HN_5 Thu Late Nurse
HN_6 Mon Late HeadNurse
HN_6 Tue Late HeadNurse
NU_7 Thu Early Nurse
NU_7 Fri Early Nurse
NU_7 Sat Late Nurse
NU_7 Sun Late Caretaker
NU_8 Mon Night Nurse
NU_8 Tue Night Nurse
NU_8 Wed Night Nurse
NU_8 Thu Night Nurse
NU_8 Fri Night Nurse
NU_9 Mon Late Nurse
NU_10 Wed Day Nurse
NU_10 Thu Day Nurse
NU_10 Fri Day Nurse
NU_11 Mon Night Nurse
NU_12 Mon Late Nurse
NU_12 Tue Late Nurse
NU_12 Wed Late Nurse
NU_13 Mon Night Nurse
NU_13 Tue Night Caretaker
NU_13 Wed Night Nurse
NU_13 Thu Night Nurse
NU_13 Fri Night Nurse
NU_14 Wed Day Nurse
NU_14 Thu Day Nurse
NU_14 Fri Day Nurse
NU_15 Mon Night Nurse
NU_15 Sat Day Caretaker
NU_15 Sun Day Nurse
NU_16 Mon Day Nurse
NU_17 Thu Early Nurse
NU_17 Fri Early Nurse
NU_17 Sat Early Nurse
NU_17 Sun Early Nurse
NU_18 Mon Night Caretaker
NU_18 Tue Night Caretaker
NU_18 Wed Night Nurse
NU_18 Thu Night Caretaker
NU_18 Fri Night Caretaker
NU_19 Wed Night Caretaker
NU_19 Thu Night Caretaker
NU_19 Fri Night Caretaker
NU_19 Sat Night Nurse
NU_19 Sun Night Nurse
NU_20 Mon Day Nurse
NU_20 Tue Day Nurse
NU_20 Wed Day Nurse
NU_20 Thu Day Nurse
NU_21 Wed Early Nurse
NU_21 Thu Early Nurse
NU_21 Fri Early Caretaker
NU_22 Tue Late Nurse
NU_22 Wed Late Nurse
NU_22 Thu Night Caretaker
NU_22 Fri Night Caretaker
NU_22 Sat Night Caretaker
NU_22 Sun Night Caretaker
NU_23 Mon Day Caretaker
NU_24 Mon Late Nurse
NU_24 Tue Late Caretaker
NU_24 Wed Late Nurse
NU_25 Mon Early Nurse
NU_25 Tue Early Nurse
NU_25 Wed Early Nurse
NU_26 Mon Late Caretaker
NU_26 Tue Late Caretaker
NU_26 Wed Late Caretaker
NU_26 Thu Late Nurse
NU_26 Fri Late Nurse
NU_27 Mon Night Caretaker
NU_27 Tue Night Caretaker
NU_27 Wed Night Caretaker
NU_27 Thu Night Caretaker
NU_27 Fri Night Caretaker
NU_28 Mon Late Caretaker
NU_28 Tue Late Caretaker
NU_28 Fri Late Nurse
NU_28 Sat Late Caretaker
NU_28 Sun Late Caretaker
NU_29 Mon Day Caretaker
NU_29 Tue Day Nurse
NU_29 Wed Day Caretaker
NU_29 Thu Late Caretaker
NU_29 Fri Late Caretaker
NU_30 Mon Early Nurse
NU_30 Tue Early Nurse
NU_30 Wed Day Caretaker
NU_30 Thu Day Nurse
NU_31 Mon Late Caretaker
NU_31 Tue Late Caretaker
NU_31 Fri Early Caretaker
NU_31 Sat Early Caretaker
NU_31 Sun Early Caretaker
NU_32 Tue Night Caretaker
NU_32 Wed Night Caretaker
NU_32 Thu Night Caretaker
NU_32 Fri Night Caretaker
NU_33 Tue Day Caretaker
NU_33 Wed Day Caretaker
NU_33 Thu Day Caretaker
NU_34 Mon Day Caretaker
NU_34 Tue Late Caretaker
NU_34 Wed Late Caretaker
NU_35 Mon Early Nurse
NU_35 Tue Early Nurse
NU_35 Wed Day Caretaker
NU_35 Thu Day Caretaker
NU_35 Fri Day Nurse
NU_36 Tue Early Nurse
NU_36 Wed Early Nurse
NU_36 Thu Day Caretaker
NU_36 Fri Day Nurse
CT_37 Mon Early Caretaker
CT_37 Tue Early Caretaker
CT_37 Wed Early Caretaker
CT_37 Thu Early Caretaker
CT_37 Fri Early Caretaker
CT_38 Mon Late Caretaker
CT_38 Tue Late Caretaker
CT_38 Wed Late Caretaker
CT_38 Thu Late Caretaker
CT_38 Fri Late Caretaker
CT_39 Mon Early Caretaker
CT_39 Tue Early Caretaker
CT_39 Wed Early Caretaker
CT_39 Sat Late Caretaker
CT_39 Sun Late Caretaker
CT_40 Tue Early Caretaker
CT_40 Wed Early Caretaker
CT_40 Thu Early Caretaker
CT_41 Mon Early Caretaker
CT_41 Tue Early Caretaker
CT_41 Wed Early Caretaker
CT_41 Thu Day Caretaker
CT_41 Fri Day Caretaker
CT_42 Thu Early Caretaker
CT_42 Fri Early Caretaker
CT_42 Sat Early Caretaker
CT_42 Sun Day Caretaker
CT_43 Mon Day Caretaker
CT_43 Tue Day Caretaker
CT_43 Wed Day Caretaker
CT_44 Mon Day Caretaker
CT_44 Tue Day Caretaker
CT_44 Wed Late Caretaker
CT_44 Thu Late Caretaker
CT_44 Fri Late Caretaker
CT_45 Mon Day Caretaker
CT_45 Tue Day Caretaker
CT_45 Wed Late Caretaker
CT_45 Thu Late Caretaker
CT_45 Fri Late Caretaker
CT_46 Wed Early Caretaker
CT_46 Thu Early Caretaker
CT_46 Fri Day Caretaker
CT_46 Sat Day Caretaker
CT_46 Sun Day Caretaker
CT_47 Thu Night Caretaker
CT_47 Fri Night Caretaker
CT_47 Sat Night Caretaker
CT_47 Sun Night Caretaker
CT_48 Mon Night Caretaker
CT_48 Tue Night Caretaker
CT_48 Wed Night Caretaker
CT_49 Wed Late Caretaker
CT_49 Thu Late Caretaker
CT_49 Fri Late Caretaker
CT_50 Mon Early Caretaker
CT_50 Tue Early Caretaker
CT_50 Wed Day Caretaker
CT_50 Thu Day Caretaker
CT_50 Fri Day Caretaker
CT_51 Mon Night Caretaker
TR_52 Thu Late Trainee
TR_52 Fri Late Trainee
TR_52 Sat Late Trainee
TR_52 Sun Late Trainee
TR_53 Mon Day Trainee
TR_53 Tue Day Trainee
TR_53 Wed Day Trainee
TR_53 Thu Late Trainee
TR_53 Fri Late Trainee
TR_54 Mon Night Trainee
TR_54 Tue Night Trainee
TR_55 Sat Day Trainee
TR_55 Sun Day Trainee
TR_56 Mon Day Trainee
TR_56 Tue Late Trainee
TR_56 Wed Late Trainee
TR_57 Fri Early Trainee
TR_57 Sat Early Trainee
TR_57 Sun Early Trainee
TR_58 Wed Early Trainee
TR_58 Thu Early Trainee
TR_58 Fri Early Trainee
TR_59 Wed Night Trainee
TR_59 Thu Night Trainee
TR_59 Fri Night Trainee
TR_59 Sat Night Trainee
TR_59 Sun Night Trainee
