SOLUTION
2 n060w4

ASSIGNMENTS = 217
HN_0 Tue Late HeadNurse
HN_0 Wed Late Nurse
HN_0 Thu Late Nurse
HN_0 Fri Late HeadNurse
HN_1 Mon Late HeadNurse
HN_1 Tue Late Nurse
HN_1 Thu Early Nurse
HN_1 Fri Early HeadNurse
HN_1 Sat Early HeadNurse
HN_1 Sun Late HeadNurse
HN_2 Fri Night HeadNurse
HN_2 Sat Night Nurse
HN_2 Sun Night Nurse
HN_3 Tue Early HeadNurse
HN_3 Wed Early HeadNurse
HN_3 Thu Late Nurse
HN_3 Fri Late Nurse
HN_4 Mon Night HeadNurse
HN_4 Tue Night HeadNurse
HN_4 Wed Night HeadNurse
HN_4 Thu Night Nurse
HN_4 Fri Night Nurse
HN_5 Mon Late Nurse
HN_6 Mon Day HeadNurse
HN_6 Tue Day HeadNurse
HN_6 Wed Day Nurse
HN_6 Thu Day HeadNurse
HN_6 Fri Day HeadNurse
NU_7 Mon Early Nurse
NU_7 Tue Early Nurse
NU_7 Wed Early Nurse
NU_7 Thu Early Nurse
NU_7 Fri Early Nurse
NU_8 Mon Late Nurse
NU_8 Tue Late Nurse
NU_8 Wed Late Nurse
NU_9 Mon Day Nurse
NU_9 Tue Day Nurse
NU_9 Wed Day Nurse
NU_9 Thu Day Nurse
NU_9 Fri Day Nurse
NU_10 Tue Day Nurse
NU_10 Wed Day Nurse
NU_10 Thu Day Nurse
NU_10 Fri Day Nurse
NU_11 Sat Day Nurse
NU_11 Sun Day Nurse
NU_12 Mon Day Nurse
NU_12 Tue Day Nurse
NU_12 Wed Day Caretaker
NU_13 Mon Day Caretaker
NU_13 Tue Day Caretaker
NU_13 Wed Day Caretaker
NU_13 Thu Late Nurse
NU_13 Fri Late Nurse
NU_14 Mon Night Nurse
NU_14 Tue Night Nurse
NU_14 Wed Night Nurse
NU_14 Thu Night Nurse
NU_15 Sat Early Nurse
NU_15 Sun Early Nurse
NU_16 Fri Day Nurse
NU_16 Sat Day Nurse
NU_16 Sun Day Caretaker
NU_17 Mon Late Nurse
NU_17 Tue Late Nurse
NU_17 Wed Late Caretaker
NU_17 Thu Late Caretaker
NU_17 Fri Late Nurse
NU_18 Mon Early Nurse
NU_18 Thu Early Nurse
NU_18 Fri Early Nurse
NU_18 Sat Late Nurse
NU_18 Sun Late Nurse
NU_19 Mon Day Caretaker
NU_19 Tue Day Caretaker
NU_19 Wed Day Caretaker
NU_19 Thu Day Nurse
NU_19 Fri Day Caretaker
NU_20 Mon Late Caretaker
NU_20 Tue Late Caretaker
NU_21 Mon Day Caretaker
NU_22 Mon Night Nurse
NU_22 Tue Night Nurse
NU_22 Wed Night Caretaker
NU_23 Fri Night Nurse
NU_23 Sat Night Caretaker
NU_23 Sun Night Nurse
NU_24 Mon Late Caretaker
NU_24 Tue Late Caretaker
NU_26 Sat Late Nurse
NU_26 Sun Late Caretaker
NU_27 Mon Early Nurse
NU_27 Tue Early Nurse
NU_27 Wed Early Nurse
NU_27 Thu Early Caretaker
NU_27 Fri Early Caretaker
NU_28 Mon Day Caretaker
NU_28 Tue Day Caretaker
NU_28 Wed Day Caretaker
NU_28 Thu Day Caretaker
NU_28 Fri Day Caretaker
NU_29 Mon Night Nurse
NU_29 Tue Night Caretaker
NU_29 Wed Night Caretaker
NU_29 Thu Night Caretaker
NU_29 Fri Night Caretaker
NU_30 Wed Early Nurse
NU_30 Thu Early Caretaker
NU_30 Fri Early Caretaker
NU_31 Mon Late Caretaker
NU_31 Tue Late Caretaker
NU_31 Wed Late Caretaker
NU_31 Thu Late Caretaker
NU_31 Fri Late Caretaker
NU_32 Mon Night Caretaker
NU_32 Tue Night Caretaker
NU_32 Wed Night Caretaker
NU_32 Thu Night Caretaker
NU_33 Mon Late Caretaker
NU_33 Tue Late Caretaker
NU_33 Wed Late Caretaker
NU_33 Thu Late Caretaker
NU_34 Sat Late Caretaker
NU_34 Sun Late Caretaker
NU_35 Mon Early Caretaker
NU_35 Tue Early Nurse
NU_35 Wed Early Caretaker
NU_35 Thu Day Caretaker
NU_35 Fri Day Caretaker
NU_36 Fri Night Caretaker
NU_36 Sat Night Caretaker
NU_36 Sun Night Caretaker
CT_37 Sat Early Caretaker
CT_37 Sun Early Caretaker
