SOLUTION
3 n120w4

ASSIGNMENTS = 479
HN_0 Wed Day HeadNurse
HN_0 Thu Day HeadNurse
HN_0 Fri Day HeadNurse
HN_1 Tue Night HeadNurse
HN_1 Wed Night HeadNurse
HN_1 Thu Night HeadNurse
HN_1 Fri Night HeadNurse
HN_2 Wed Day HeadNurse
HN_2 Thu Day HeadNurse
HN_2 Fri Day HeadNurse
HN_3 Mon Night HeadNurse
HN_3 Tue Night Nurse
HN_3 Wed Night HeadNurse
HN_3 Thu Night HeadNurse
HN_3 Fri Night Nurse
HN_4 Mon Night HeadNurse
HN_4 Tue Night Nurse
HN_4 Wed Night Nurse
HN_4 Thu Night HeadNurse
HN_4 Fri Night Nurse
HN_5 Mon Day HeadNurse
HN_7 Mon Late HeadNurse
HN_7 Thu Day HeadNurse
HN_7 Fri Day HeadNurse
HN_7 Sat Day Nurse
HN_7 Sun Night Nurse
HN_8 Mon Late HeadNurse
HN_8 Tue Late HeadNurse
HN_8 Wed Late HeadNurse
HN_8 Sat Night HeadNurse
HN_8 Sun Night Nurse
HN_9 Mon Late Nurse
HN_9 Tue Late Nurse
HN_9 Wed Late Nurse
HN_9 Thu Late HeadNurse
HN_9 Fri Late HeadNurse
HN_10 Mon Day Nurse
HN_10 Tue Day HeadNurse
HN_10 Wed Late Nurse
HN_10 Thu Late HeadNurse
HN_10 Fri Late Nurse
HN_11 Mon Day Nurse
HN_11 Thu Early HeadNurse
HN_11 Fri Early HeadNurse
HN_11 Sat Early HeadNurse
HN_11 Sun Day HeadNurse
HN_13 Tue Early HeadNurse
HN_13 Wed Early HeadNurse
HN_13 Thu Late HeadNurse
HN_13 Fri Late Nurse
HN_14 Mon Late Nurse
HN_14 Thu Early Nurse
HN_14 Fri Early HeadNurse
HN_14 Sat Late HeadNurse
HN_14 Sun Late HeadNurse
HN_15 Mon Early HeadNurse
HN_15 Tue Early HeadNurse
HN_15 Wed Early HeadNurse
HN_15 Thu Late Nurse
HN_15 Fri Late Nurse
HN_16 Wed Late Nurse
HN_16 Thu Late Nurse
HN_16 Fri Night Nurse
HN_16 Sat Night Nurse
HN_16 Sun Night Nurse
HN_17 Mon Early HeadNurse
HN_17 Thu Day Nurse
HN_17 Fri Day Nurse
HN_17 Sat Day Nurse
HN_17 Sun Early HeadNurse
HN_18 Tue Early Nurse
HN_18 Wed Early Nurse
HN_18 Thu Day Nurse
HN_18 Fri Day Nurse
HN_19 Mon Night HeadNurse
HN_19 Tue Night Nurse
HN_19 Wed Night Nurse
HN_19 Thu Night Nurse
HN_19 Fri Night Nurse
NU_20 Mon Early Nurse
NU_20 Tue Early Nurse
NU_20 Wed Early Nurse
NU_20 Sat Early Nurse
NU_20 Sun Early Nurse
NU_21 Mon Day Nurse
NU_21 Tue Day Nurse
NU_21 Wed Day Nurse
NU_21 Thu Early Nurse
NU_21 Fri Early Nurse
NU_22 Mon Day Nurse
NU_22 Tue Day Nurse
NU_22 Wed Early Nurse
NU_22 Thu Early Nurse
NU_23 Tue Late Nurse
NU_23 Wed Late Nurse
NU_23 Thu Late Nurse
NU_23 Fri Late Nurse
NU_24 Mon Early Nurse
NU_24 Tue Early Nurse
NU_24 Wed Early Nurse
NU_24 Thu Early Nurse
NU_24 Fri Early Nurse
NU_25 Mon Day Caretaker
NU_25 Tue Day Nurse
NU_25 Wed Day Nurse
NU_25 Thu Early Caretaker
NU_25 Fri Early Nurse
NU_26 Tue Early Nurse
NU_26 Wed Early Caretaker
NU_26 Thu Early Caretaker
NU_26 Fri Early Nurse
NU_27 Tue Late Nurse
NU_27 Wed Late Nurse
NU_27 Thu Late Nurse
NU_27 Fri Late Caretaker
NU_28 Mon Early Nurse
NU_28 Tue Early Caretaker
NU_28 Wed Early Caretaker
NU_28 Thu Late Caretaker
NU_28 Fri Late Caretaker
NU_29 Mon Day Caretaker
NU_29 Tue Day Nurse
NU_29 Wed Day Nurse
NU_29 Thu Early Caretaker
NU_29 Fri Early Nurse
NU_30 Mon Early Nurse
NU_30 Tue Early Caretaker
NU_30 Wed Early Caretaker
NU_30 Thu Late Caretaker
NU_30 Fri Late Caretaker
NU_31 Mon Late Nurse
NU_31 Tue Late Caretaker
NU_31 Wed Late Caretaker
NU_31 Thu Late Caretaker
NU_31 Fri Late Caretaker
NU_32 Wed Night Nurse
NU_32 Thu Night Nurse
NU_32 Fri Night Nurse
NU_32 Sat Night Nurse
NU_32 Sun Night Caretaker
NU_33 Mon Early Caretaker
NU_33 Tue Early Caretaker
NU_33 Wed Late Caretaker
NU_33 Thu Late Caretaker
NU_33 Fri Late Caretaker
NU_34 Mon Early Caretaker
NU_34 Fri Day Nurse
