SOLUTION
0 n120w4

ASSIGNMENTS = 474
HN_0 Wed Late HeadNurse
HN_0 Thu Late HeadNurse
HN_0 Fri Late HeadNurse
HN_1 Mon Day HeadNurse
HN_1 Tue Day HeadNurse
HN_1 Wed Early HeadNurse
HN_1 Thu Early HeadNurse
HN_2 Wed Day HeadNurse
HN_2 Thu Day HeadNurse
HN_2 Fri Day HeadNurse
HN_2 Sat Early HeadNurse
HN_2 Sun Early HeadNurse
HN_3 Mon Early HeadNurse
HN_3 Tue Early HeadNurse
HN_3 Wed Day HeadNurse
HN_3 Thu Day HeadNurse
HN_4 Mon Early HeadNurse
HN_4 Tue Early HeadNurse
HN_4 Fri Early Nurse
HN_4 Sat Early Nurse
HN_4 Sun Early Nurse
HN_5 Mon Late HeadNurse
HN_5 Tue Late HeadNurse
HN_6 Mon Late HeadNurse
HN_6 Tue Late Nurse
HN_7 Mon Night HeadNurse
HN_7 Tue Night HeadNurse
HN_7 Wed Night HeadNurse
HN_7 Thu Night HeadNurse
HN_7 Fri Night HeadNurse
HN_8 Mon Late Nurse
HN_8 Tue Late Nurse
HN_8 Wed Late HeadNurse
HN_8 Thu Late HeadNurse
HN_8 Fri Late HeadNurse
HN_9 Wed Late HeadNurse
HN_9 Thu Late Nurse
HN_9 Fri Late HeadNurse
HN_9 Sat Late HeadNurse
HN_9 Sun Late Nurse
HN_10 Wed Early HeadNurse
HN_10 Thu Early HeadNurse
HN_10 Fri Early Nurse
HN_11 Mon Night HeadNurse
HN_11 Tue Night HeadNurse
HN_11 Wed Night HeadNurse
HN_11 Thu Night HeadNurse
HN_11 Fri Night HeadNurse
HN_12 Mon Late Nurse
HN_13 Fri Day Nurse
HN_13 Sat Day HeadNurse
HN_13 Sun Day Nurse
HN_14 Mon Night Nurse
HN_14 Tue Night Nurse
HN_14 Wed Night Nurse
HN_14 Thu Night Nurse
HN_14 Fri Night Nurse
HN_15 Mon Night Nurse
HN_15 Tue Night Nurse
HN_15 Wed Night Nurse
HN_15 Thu Night Nurse
HN_15 Fri Night Nurse
HN_16 Wed Day Nurse
HN_16 Thu Day Nurse
HN_16 Fri Day Nurse
HN_17 Mon Early Nurse
HN_17 Tue Early Nurse
HN_17 Wed Early HeadNurse
HN_17 Sat Late Nurse
HN_17 Sun Late Nurse
HN_18 Fri Late Nurse
HN_18 Sat Late Nurse
HN_18 Sun Night HeadNurse
HN_19 Mon Day Nurse
HN_19 Tue Day Nurse
HN_19 Wed Day Nurse
HN_19 Thu Early Nurse
HN_19 Fri Early Nurse
NU_20 Mon Night Nurse
NU_20 Tue Night Nurse
NU_20 Wed Night Nurse
NU_20 Thu Night Nurse
NU_20 Fri Night Nurse
NU_21 Wed Late Nurse
NU_21 Thu Late Nurse
NU_21 Fri Late Nurse
NU_22 Tue Night Nurse
NU_22 Wed Night Nurse
NU_22 Thu Night Nurse
NU_22 Fri Night Nurse
NU_23 Sat Early Caretaker
NU_23 Sun Early Nurse
NU_24 Mon Night Nurse
NU_24 Thu Early Nurse
NU_24 Fri Early Nurse
NU_24 Sat Day Nurse
NU_24 Sun Day Caretaker
NU_25 Mon Night Nurse
NU_25 Tue Night Nurse
